"id","name","city","state_province_region","country"
"3175","Florida SouthWestern State College","Fort Myers","Florida","64"
"3177","Nooron Collaboratory","Berlin","","4"
"3179","Marianopolis College","Westmount","Québec","13"
"3181","Consortium Archives des Ethnologues (TGIR Huma-Num)","","","2"
"3189","International Institute of Social History","","","1"
"3190","Fulda University of Applied Sciences","Fulda","","4"
"3194","Budapest University of Technology and Economics","Budapest","","31"
"3200","AdamNet","","","1"
"3210","Institute of Contemporary History","Ljubljana","","40"
"3211","The CORLI Consortium: CORpus, Languages and Interaction","","","2"
"3221","Consortium of European Research Libraries","","",""
"3225","Government Zamindar Post Graduate College","Gujrat City","","84"
"3229","University of Milano-Bicocca","Milan","","26"
"3234","Institut de recherches historiques du Septentrion","Villeneuve-d'Ascq","","2"
"3235","Aga Khan University—London","London","England","65"
"3245","Accenture","","","65"
"3246","Swansea University","","","65"
"3247","JukeDeck","","","65"
"3252","Independent Consultant","","",""
"3256","Triply","","",""
"3257","Webmapper","","",""
"3258","BertSpaan.nl","","",""
"3263","University of Haifa","","","20"
"3282","Edge Hill University","Ormskirk","England","65"
"3290","University of St. Gallen","St. Gallen","","9"
"3296","Technische Hochschule Deggendorf","","","4"
"3298","University Library Humboldt University Berlin","","",""
"3309","Addis Ababa University","Addis Ababa","","184"
"3311","University of Adelaide","Adelaide","","6"
"3312","CSIC (Spanish National Research Council)","","","21"
"3313","OpenEdition","","",""
"3314","Lomonosov Moscow State University","Moscow","","51"
"3315","Persée","","","2"
"3316","Lehman College, CUNY","New York","New York","64"
"3317","Université des Antilles et de la Guyane","Pointe-à-Pitre","Guadeloupe","2"
"3318","Barnard College","New York","New York","64"
"3319","Bentley University","Waltham","Massachusetts","64"
"3320","Reed College","Portland","Oregon","64"
"3321","Bristol Community College","Fall Rivers","Massachusetts","64"
"3322","AfroLatin@ Project","","",""
"3323","University of the West Indies","Kingston","","170"
"3324","Independent Novelist","","",""
"3325","University of Auckland","Auckland","","46"
"3326","Fresh Milk Platform, Inc.","","",""
"3327","Penn State Erie, The Behrend College","Eerie","Pennsylvania","64"
"3328","Indigital","Sydney","","6"
"3329","Janastu","Bengaluru","","14"
"3330","Shared Path","Lilyfield","New South Wales","6"
"3331","Hyderabad Urban Lab","Hyderabad","","14"
"3332","Indian Institute of Technology Delhi (IIT New Delhi)","Delhi","","14"
"3333","IIT Mumbai","Mumbai","","14"
"3334","Minin Nizhny Novgorod State Pedagogical University","Nizhny Novgorod","Nizhny Novgorod","51"
"3335","The Centre of Image and Material Analysis","Vienna","Vienna","5"
"3336","University of Tyumen","Tyumen","Tyumen","51"
"3337","Jissen Women's University","Tokyo","Tokyo","17"
"3338","Volgograd State University","Volgograd","Volgograd","51"
"3339","Old Church Slavonic Institute","Zagreb","Zagreb","61"
"3340","Belgorod State University","Belgorod","Belgorod","51"
"3341","University of Central Missouri","Warrensburg","Missouri","64"
"3342","Morgan State University","Baltimore","Maryland","64"
"3343","Aluka","New York","New York","64"
"3344","Avoice","","","64"
"3345","Dutch Language Institute","","","1"
"3346","Pázmány Péter Catholic University","Budapest","","31"
"3347","University of Namur","Namur","","28"
"3348","KBR","Brussels","","28"
"3349","Stories Services Collaborative","","",""
"3350","Netherlands Forensic Institute","The Hague","","1"
"3351","Université libre de Bruxelles","Brussels","","28"
"3352","Kadi Sarva Vishwavidyalaya (KSV)","Gandhinagar","","14"
"3353","Europeana Foundation","The Hague","","1"
"3354","Shanghai Normal University","Shanghai","","22"
"3355","University of Hyderabad","Hyderabad","Telangana","14"
"3356","University of Tartu","Tartu","","32"
