"id","id.ssh","label","source.label","id.source","label.clean"
46088,"byDok8","Oral History Metadata Synchronizer","TAPoR","752","Oral History Metadata Synchronizer"
48678,"XnpnZc","Orange","TAPoR","173","Orange"
46095,"ulJjrv","ORBIS: Stanford Geospatial Network Model of the Roman World","TAPoR","174","ORBIS: Stanford Geospatial Network Model of the Roman World"
28949,"ZQW2Ak","ORBIS: The Stanford Geospatial Network Model of the Roman World","TAPoR","986","ORBIS: The Stanford Geospatial Network Model of the Roman World"
27907,"WBDKcf","Org Mode","TAPoR","920","Org Mode"
36279,"c9sLoW","Origin","SSK Zotero Resources","S5TDK87K","Origin"
46096,"wblduP","Orlando Breadboard","TAPoR","25","Orlando Breadboard"
46097,"tIxcAi","Orlando Degrees of Separation","TAPoR","24","Orlando Degrees of Separation"
48677,"Q8EqLI","OrlandoVision (OVis)","TAPoR","5","OrlandoVision \(OVis\)"
48026,"Nu3lTo","ORTOLANG",NA,NA,"ORTOLANG"
46100,"ItGyoe","oSkope","TAPoR","1077","oSkope"
46102,"qmz8q2","OSoMe","TAPoR","1551","OSoMe"
46104,"eK6BsM","oTranscribe","TAPoR","1550","oTranscribe"
34705,"7fuSWb","OttoBib","TAPoR","1184","OttoBib"
46106,"Vz1eJ6","OutWit","TAPoR","631","OutWit"
46108,"GWdwAy","Overleaf","TAPoR","859","Overleaf"
46115,"o5RNOP","Overview","TAPoR","451","Overview"
46117,"fP7XLW","Oxford Concordance Program (OCP)","TAPoR","417","Oxford Concordance Program \(OCP\)"
46121,"SgzA8y","oXygen XML editor","TAPoR","1375","oXygen XML editor"
46125,"HwITJK","pachyderm","TAPoR","1329","pachyderm"
46127,"BW0Lhu","PACTE","TAPoR","1506","PACTE"
27806,"Z8m5V2","paint.net","TAPoR","806","paint.net"
46129,"Cei3BB","PAIR (Pairwise Alignment for Intertextual Relations)","TAPoR","313","PAIR \(Pairwise Alignment for Intertextual Relations\)"
46133,"3Zv4xY","Pajek","TAPoR","382","Pajek"
46135,"dydtJI","Paletton (Color Scheme Designer 4)","TAPoR","1237","Paletton \(Color Scheme Designer 4\)"
48515,"xy9wA4","Palladio","TAPoR","862","Palladio"
46140,"Diz2u5","Panda and CSV of Tweets","TAPoR","685","Panda and CSV of Tweets"
46144,"oBg7Vv","Panda Dataframe Manipulation","TAPoR","684","Panda Dataframe Manipulation"
46145,"9x0XmY","Pandoc","TAPoR","1009","Pandoc"
46150,"fWF3zM","PANVS","TAPoR","425","PANVS"
46152,"q9HO4Q","Paper","TAPoR","1528","Paper"
46155,"R5Xlu8","Paper Machines","TAPoR","448","Paper Machines"
46159,"l6iZit","Paperpile","TAPoR","739","Paperpile"
46160,"G2XVZJ","Papers","TAPoR","1336","Papers"
46163,"kG1tuN","Parser 1.0","TAPoR","268","Parser 1.0"
49803,"Mnxvxr"," Parser TEI-Neo4j Import",NA,NA,"Parser TEI-Neo4j Import"
36819,"UyLYS4","Parthenos Policies \& Guidelines","SSK Zotero Resources","ZUEGLA6W","Parthenos Policies \\& Guidelines"
46164,"6wZpca","Participad","TAPoR","922","Participad"
49816,"UQ3qhT","Parzu",NA,NA,"Parzu"
46167,"mHkLif","Pastpin","TAPoR","698","Pastpin"
46168,"oeIlIk","Pattern","TAPoR","1207","Pattern"
46171,"xGOwaf","Pattern (CLiPS)","TAPoR","204","Pattern \(CLiPS\)"
46174,"9eevcl","PC-KIMMO","TAPoR","211","PC-KIMMO"
46177,"nfEI7l","PDB-trained dependency parsing models for Polish","TAPoR","1582","PDB-trained dependency parsing models for Polish"
46180,"OjmFqc","PDF expert","TAPoR","1613","PDF expert"
28422,"gF2CjH","PDF Extract","TAPoR","1041","PDF Extract"
46178,"P928Fj","PDFCreator","TAPoR","1278","PDFCreator"
46183,"SXoKhG","PDFMiner","TAPoR","1277","PDFMiner"
46185,"1Hndu1","PDFmyURL","TAPoR","1276","PDFmyURL"
46186,"kdp7gj","PDFsam (PDF Split and Merge)","TAPoR","1275","PDFsam \(PDF Split and Merge\)"
46187,"wpPk4I","Pdftk (PDF Toolkit)","TAPoR","1274","Pdftk \(PDF Toolkit\)"
29051,"20Uzsv","Pear Note","TAPoR","913","Pear Note"
48176,"4FJUEp","PeerTube",NA,NA,"PeerTube"
48197,"IYoYXH","PeriodO",NA,NA,"PeriodO"
46189,"KmAwe6","Perl","TAPoR","1252","Perl"
46191,"qJOq50","Personal Brain","TAPoR","1126","Personal Brain"
46194,"kBjYmC","PhiloGL","TAPoR","94","PhiloGL"
46201,"1WR8SJ","PhiloLogic","TAPoR","167","PhiloLogic"
40955,"G1CSWj","Phonographic Resources of Polish Traditional Music",NA,NA,"Phonographic Resources of Polish Traditional Music"
46203,"dT7eZx","Photogrammar","TAPoR","816","Photogrammar"
46204,"mPqvA9","PhotoScore","TAPoR","1348","PhotoScore"
46209,"BY7uGK","Photoshop Express","TAPoR","1496","Photoshop Express"
46212,"zwSsEe","Piazza","TAPoR","967","Piazza"
46216,"fklI3W","Picasa Web Albums","TAPoR","1494","Picasa Web Albums"
29062,"uwgrun","Picnik","TAPoR","1493","Picnik"
47677,"qYgQCK","Pictor: A Discovery Tool for IIIF Manifests",NA,NA,"Pictor: A Discovery Tool for IIIF Manifests"
46218,"EBBe1y","Piktochart","TAPoR","1659","Piktochart"
46219,"E9dIJj","Pinboard","TAPoR","1052","Pinboard"
46220,"YoAIOZ","Pipes","TAPoR","1267","Pipes"
46222,"QYBkQY","Pivotal Tracker","TAPoR","852","Pivotal Tracker"
36327,"AQc2KU","Pix4D","SSK Zotero Resources","BKU6GX3U","Pix4D"
36969,"xdN9nn","Pix4Dcapture: Free drone flight planning mobile app","SSK Zotero Resources","UTJCWLBI","Pix4Dcapture: Free drone flight planning mobile app"
46223,"ZFi3SA","Pixlr online photo editor","TAPoR","839","Pixlr online photo editor"
46228,"yDHFPk","PL/C","TAPoR","490","PL\/C"
46233,"9AZIPP","PL/I","TAPoR","275","PL\/I"
46227,"f6f0lW","PLATIN","TAPoR","641","PLATIN"
36813,"ysavNq","Pleiades: A community-built gazetteer and graph of ancient places","SSK Zotero Resources","ZW2W949X","Pleiades: A community-built gazetteer and graph of ancient places"
46242,"EADkuF","Pliny","TAPoR","343","Pliny"
46247,"WscQrC","Plone","TAPoR","1253","Plone"
46248,"tqiZaF","plot.ly","TAPoR","830","plot.ly"
27841,"hif5JG","Plotting Characteristic Curve of Word Lengths","TAPoR","656","Plotting Characteristic Curve of Word Lengths"
28028,"f5cwKZ","Plotting Distribution","TAPoR","657","Plotting Distribution"
28321,"CAVZ0l","Plotting Word Frequency","TAPoR","658","Plotting Word Frequency"
46249,"YpEya1","Pocket","TAPoR","972","Pocket"
46252,"eIZ4fu","Poem Viewer","TAPoR","469","Poem Viewer"
36651,"fxiQ6O","PolIReS IFAC-CNR - Polimers Infrared Reflectance Spectra database","SSK Zotero Resources","YWZ6GDSG","PolIReS IFAC-CNR - Polimers Infrared Reflectance Spectra database"
48250,"Gmf0lQ","Polish Literary Bibliography (PBL)",NA,NA,"Polish Literary Bibliography \(PBL\)"
46257,"wjrOe2","Polldaddy","TAPoR","825","Polldaddy"
46260,"pmlvk0","PolyAnalyst","TAPoR","1532","PolyAnalyst"
46261,"RRK5fb","Polymaps","TAPoR","1053","Polymaps"
27813,"rlmLKL","PolyMeta","TAPoR","1076","PolyMeta"
46264,"nMQvVs","Pompamo","TAPoR","234","Pompamo"
46266,"ufjhcM","Popoto.js","TAPoR","572","Popoto.js"
29022,"GPju8G","popplet","TAPoR","1315","popplet"
44256,"2tO2SM","Portal Znameniti.hr",NA,NA,"Portal Znameniti.hr"
46269,"JlBnTe","Posterous Spaces","TAPoR","1323","Posterous Spaces"
41046,"bkmFy7","PostgreSQL","TAPoR","1259","PostgreSQL"
36540,"gMnLb1","Potree","SSK Zotero Resources","U4TTVKXP","Potree"
36543,"PhTbBl","potree: WebGL point cloud viewer for large datasets","SSK Zotero Resources","9BF6VQVC","potree: WebGL point cloud viewer for large datasets"
48438,"uJveq7","Praat","TAPoR","1290","Praat"
46272,"hANaOA","Prefuse","TAPoR","360","Prefuse"
46275,"keVWdU","Prepare and Visualize Mallet Topics","TAPoR","1505","Prepare and Visualize Mallet Topics"
36372,"Wocn8v","Preservation and Archiving Special Interest Group (PASIG), Change (Y)our World","SSK Zotero Resources","CHDRP24M","Preservation and Archiving Special Interest Group \(PASIG\), Change \(Y\)our World"
46279,"dxdK6g","Pressbooks","TAPoR","191","Pressbooks"
34728,"P4IcYy","Prezi",NA,NA,"Prezi"
46284,"jinyIc","Prism","TAPoR","288","Prism"
46285,"Q3anVk","Prismatic","TAPoR","797","Prismatic"
46328,"UP9oZh","Pro Tools","TAPoR","1261","Pro Tools"
46288,"LScKX7","Processing","TAPoR","130","Processing"
46290,"V232Yl","ProcessingJS","TAPoR","380","ProcessingJS"
46292,"t5aEBn","Profiler Plus","TAPoR","257","Profiler Plus"
46294,"ZJRA5G","ProIcon","TAPoR","492","ProIcon"
46301,"bNB444","Project Pad","TAPoR","1103","Project Pad"
46303,"G9maq7","Project Quincy","TAPoR","515","Project Quincy"
35808,"f268U8","project-specific EAD customization template","SSK Zotero Resources","MUEUJK6J","project-specific EAD customization template"
46309,"4iYxo7","Projects","TAPoR","890","Projects"
46313,"n6OzHE","Prolog","TAPoR","494","Prolog"
28126,"SfMCVf","Proofread Page","TAPoR","1134","Proofread Page"
46315,"NMYNW0","ProProfs eLearning Software","TAPoR","866","ProProfs eLearning Software"
28835,"HLpJ1r","ProProfs Knowledgebase Software","TAPoR","864","ProProfs Knowledgebase Software"
46317,"R9wOYK","PRORA","TAPoR","317","PRORA"
46321,"ogL1S0","Prose (Virtual Muse)","TAPoR","245","Prose \(Virtual Muse\)"
46324,"ki5rOE","Prospect","TAPoR","1534","Prospect"
46327,"gtqUz8","Prospéro (PROgramme de Sociologie Pragmatique, Expérimentale et Réflexive sur Ordinateur)","TAPoR","471","Prospéro \(PROgramme de Sociologie Pragmatique, Expérimentale et Réflexive sur Ordinateur\)"
28818,"JuW2vQ","Protégé","TAPoR","933","Protégé"
46330,"qDX6aU","Protovis","TAPoR","1061","Protovis"
28586,"vjNu2o","Proxémie","TAPoR","1075","Proxémie"
46331,"sSy5hU","Ptolemaic","TAPoR","877","Ptolemaic"
28132,"gOzCkF","Pulse Work","TAPoR","767","Pulse Work"
46337,"VOFOGx","Pundit","TAPoR","170","Pundit"
28421,"b83DlM","Purdue OWL","TAPoR","1183","Purdue OWL"
28997,"VgJbk7","PyBossa","TAPoR","958","PyBossa"
46339,"a5PLbJ","Pycoon","TAPoR","1208","Pycoon"
46341,"TQPbpp","PyDelta","TAPoR","597","PyDelta"
49817,"vShYL3"," Pygmalion’s code",NA,NA,"Pygmalion’s code"
46342,"tt0gGA","Python","TAPoR","1366","Python"
34730,"Dq1LOq","Python Tools for Text-Analysis",NA,NA,"Python Tools for Text-Analysis"
28723,"wtfizG","QDA Miner - Qualitative Data Analysis Software for Qualitative Research","TAPoR","936","QDA Miner - Qualitative Data Analysis Software for Qualitative Research"
46343,"ucI9sJ","QGIS","TAPoR","976","QGIS"
46349,"pQkAOb","Qigga","TAPoR","1182","Qigga"
46350,"J2NaBK","Qnotero","TAPoR","948","Qnotero"
46352,"leNxAf","Quadrigram","TAPoR","292","Quadrigram"
46361,"OMdpEb","Qualrus","TAPoR","519","Qualrus"
46365,"r6kNJy","Quanteda","TAPoR","1589","Quanteda"
46368,"pREcqE","QuarkXPress","TAPoR","1395","QuarkXPress"
46374,"FOLc0N","QuickCode","TAPoR","1039","QuickCode"
29031,"l4V0tB","QuickVoice iP","TAPoR","1157","QuickVoice iP"
41124,"lNUdX3","Quill",NA,NA,"Quill"
46377,"hQSjV0","Quirkos","TAPoR","796","Quirkos"
46382,"vehc3B","R","TAPoR","238","R"
40786,"pIyy0d","RAISE - Restore dAta Integration SuitE",NA,NA,"RAISE - Restore dAta Integration SuitE"
48488,"FSouZJ","Ranke.2",NA,NA,"Ranke.2"
46385,"zKTckj","Ranked Deep Pages from Core Issue Crawler Network","TAPoR","462","Ranked Deep Pages from Core Issue Crawler Network"
46387,"lCuefs","RapidMiner","TAPoR","131","RapidMiner"
46390,"e0TtXs","RATS (Random-Accessible Text Systems)","TAPoR","389","RATS \(Random-Accessible Text Systems\)"
46392,"N2JU5y","RAW","TAPoR","452","RAW"
46398,"A8LVaZ","RDF Gravity","TAPoR","363","RDF Gravity"
46395,"tIw5du","RDF2SVG (Rhizomik)","TAPoR","365","RDF2SVG \(Rhizomik\)"
28628,"yWUrg9","Readability","TAPoR","998","Readability"
46401,"DtrsZo","Readware Information Processor","TAPoR","1368","Readware Information Processor"
46402,"T4PATb","Reaper","TAPoR","1556","Reaper"
50143,"qbSpWj","Reception Reader",NA,NA,"Reception Reader"
46410,"gRWJuZ","Recogito","TAPoR","710","Recogito"
46416,"Mx7zRb","Recollection","TAPoR","1331","Recollection"
28975,"22xMpb","ReDBox","TAPoR","1033","ReDBox"
46419,"M2Fm5x","REDUX","TAPoR","281","REDUX"
46420,"XZIIVA","RedZ","TAPoR","1073","RedZ"
28407,"Dw6s5r","ReferenceEdge","TAPoR","833","ReferenceEdge"
27890,"6TiHIo","Referencer","TAPoR","1181","Referencer"
46422,"oe5uHk","Reframe It","TAPoR","1102","Reframe It"
46423,"QsW4z8","RefWorks","TAPoR","1180","RefWorks"
46425,"KYvSBT","RelFinder","TAPoR","366","RelFinder"
36057,"fqwllX","Report on the comparison of Tesseract and ABBYY FineReader OCR engines","SSK Zotero Resources","CJTI9S5P","Report on the comparison of Tesseract and ABBYY FineReader OCR engines"
46426,"HhRfYW","ResCarta Toolkit","TAPoR","701","ResCarta Toolkit"
15263,"ULF8GZ","ReSpa","Language Resource Switchboard","ReSpa","ReSpa"
46428,"wRb1n0","RiTa","TAPoR","95","RiTa"
28081,"luKY4Y","RivEx","TAPoR","1374","RivEx"
46433,"v3ZVaE","Roambi Flow","TAPoR","1155","Roambi Flow"
46439,"FmN82N","RoSE","TAPoR","96","RoSE"
50142,"zDqkWp","ROSSIO Portal",NA,NA,"ROSSIO Portal"
48676,"yvAIRA","RQDA","TAPoR","439","RQDA"
36009,"sksPVW","RRUFF Project website of integrated database of Raman spectra, X-ray diffraction and chemistry data for minerals.","SSK Zotero Resources","C9HGUF6H","RRUFF Project website of integrated database of Raman spectra, X-ray diffraction and chemistry data for minerals."
46443,"7fT6XD","RSiena","TAPoR","523","RSiena"
46446,"ELLVec","RStudio","TAPoR","1346","RStudio"
29077,"vTakO9","RT : Today's \"dirt\": DiRT now uses TaDiRAH terms and includes RDF data and a SPARQL endpoint!","TAPoR","758","RT : Today's \"dirt\": DiRT now uses TaDiRAH terms and includes RDF data and a SPARQL endpoint!"
46450,"W5GAXY","Ruby","TAPoR","1012","Ruby"
46452,"7jF2uv","Ruby on Rails","TAPoR","1384","Ruby on Rails"
50109,"vOsAj5","RUN - Institutional Repository of Universidade Nova de Lisboa",NA,NA,"RUN - Institutional Repository of Universidade Nova de Lisboa"
46454,"sVXyu9","Rwui","TAPoR","1480","Rwui"
46457,"qCMyzU","SALEM","TAPoR","412","SALEM"
46460,"VP9pEA","SALT (Statistic Analysis of Language Transcripts)","TAPoR","264","SALT \(Statistic Analysis of Language Transcripts\)"
50085,"7j4LHr","Sampo-UI framework for developing semantic portal user interfaces",NA,NA,"Sampo-UI framework for developing semantic portal user interfaces"
46467,"Acj5c1","SARIT","TAPoR","1231","SARIT"
46469,"NH8oBr","SARIT (Search and Retrieval of Indic Texts)","TAPoR","524","SARIT \(Search and Retrieval of Indic Texts\)"
46473,"ARNoMx","SATO (Systeme d'analyse des textes par ordinateur)","TAPoR","320","SATO \(Systeme d'analyse des textes par ordinateur\)"
46476,"5zppeI","SCAN","TAPoR","318","SCAN"
28295,"zrJHJm","Scanner for Zotero","TAPoR","943","Scanner for Zotero"
46479,"bfScEl","SCBD (Sentence and Chunk Boundaries Detector)","TAPoR","432","SCBD \(Sentence and Chunk Boundaries Detector\)"
46481,"OKw4io","Scharfenberg-Smith Concordance Program","TAPoR","408","Scharfenberg-Smith Concordance Program"
46482,"s8uozH","Scholarometer","TAPoR","1247","Scholarometer"
28003,"bjIJlU","ScholarPress Workshop","TAPoR","1427","ScholarPress Workshop"
46487,"z6MwlK","Scholastica","TAPoR","925","Scholastica"
46489,"1a9Te5","Sci2 Tool","TAPoR","974","Sci2 Tool"
40031,"g7s5OP","SciencesConf.org, a CCSD service",NA,NA,"SciencesConf.org, a CCSD service"
46491,"vEB02S","ScoreCloud","TAPoR","811","ScoreCloud"
46493,"vm7b3e","ScrapBook","TAPoR","1301","ScrapBook"
46495,"zrHgYJ","Scraping A Webpage - Wikipedia and New York Times","TAPoR","654","Scraping A Webpage - Wikipedia and New York Times"
46496,"UfX6Ad","Scrapy","TAPoR","810","Scrapy"
28497,"yDz0jp","Scratch","TAPoR","1328","Scratch"
46499,"xPyZYk","Screencast-o-matic","TAPoR","1201","Screencast-o-matic"
46502,"LR255a","ScreenFlick","TAPoR","1200","ScreenFlick"
46505,"aN6NlV","ScreenFlow","TAPoR","1198","ScreenFlow"
28648,"kKf5uE","ScribTeX","TAPoR","970","ScribTeX"
46513,"SLji63","Scripto","TAPoR","97","Scripto"
46514,"1U5uMh","Scrivener","TAPoR","1424","Scrivener"
36654,"uCs1QG","Search IRUG Spectral Database \| IRUG","SSK Zotero Resources","87ZJ6LTI","Search IRUG Spectral Database \\| IRUG"
46515,"d39XYP","Search Pigeon","TAPoR","1245","Search Pigeon"
28982,"N3xaQm","Search-Cube","TAPoR","1072","Search-Cube"
46519,"fAVrGf","SearchTeam","TAPoR","1244","SearchTeam"
46522,"oen5VC","SEASR","TAPoR","1417","SEASR"
46526,"vxpghE","SEASR: Date Entities to Simile Timeline","TAPoR","133","SEASR: Date Entities to Simile Timeline"
46528,"zisMdC","SEASR: Flesch-Kincaid Readability Test","TAPoR","134","SEASR: Flesch-Kincaid Readability Test"
46533,"uApJj3","SEASR: Google Search To Entities To Protovis Network Graph","TAPoR","135","SEASR: Google Search To Entities To Protovis Network Graph"
46537,"8Mu1oy","SEASR: Location Entities To Google Map","TAPoR","136","SEASR: Location Entities To Google Map"
46540,"yhbYeY","SEASR: NGram Tag Cloud Viewer","TAPoR","137","SEASR: NGram Tag Cloud Viewer"
46543,"PxAqxt","SEASR: OpenNLP Entities To Protovis Network Graph","TAPoR","132","SEASR: OpenNLP Entities To Protovis Network Graph"
46545,"VmnFur","SEASR: Tag Cloud Viewer With Stemming","TAPoR","138","SEASR: Tag Cloud Viewer With Stemming"
34732,"n92cSU","Second Life",NA,NA,"Second Life"
46546,"9e7yRG","Seealsology","TAPoR","638","Seealsology"
46550,"IDkfSd","Segrada","TAPoR","575","Segrada"
46553,"L4CxIG","SELECT (Sum and Evaluate the Largest Exponentiated Correlation Terms)","TAPoR","223","SELECT \(Sum and Evaluate the Largest Exponentiated Correlation Terms\)"
46555,"2tOM9b","Semantria","TAPoR","1572","Semantria"
46557,"hCfyBr","SemLens","TAPoR","532","SemLens"
46560,"n0Q4gU","SENSE (Self-Expanding linguistic knowledge base from Sense Elicitation)","TAPoR","287","SENSE \(Self-Expanding linguistic knowledge base from Sense Elicitation\)"
46562,"5JsYwz","Sente","TAPoR","1179","Sente"
46566,"RKsYx2","SentimentBuilder.com","TAPoR","745","SentimentBuilder.com"
34736,"r3BMtw","SentiStrength",NA,NA,"SentiStrength"
28839,"LDP44Q","SepiaTown","TAPoR","989","SepiaTown"
15264,"GQQ79D","Serel","Language Resource Switchboard","Serel","Serel"
46569,"DMgk2u","Serendip","TAPoR","757","Serendip"
29013,"kCpaeJ","Serendip-o-matic","TAPoR","884","Serendip-o-matic"
40205,"EqS2MZ","Shadows",NA,NA,"Shadows"
46571,"DKyzrr","SharedCopy","TAPoR","1100","SharedCopy"
48532,"O15t20","Shiny Dracor",NA,NA,"Shiny Dracor"
48477,"mKQkz1","SI-DIH Search Engine and Repository",NA,NA,"SI-DIH Search Engine and Repository"
49683,"1RvNt3","Sibelius","SSK Zotero Resources","3FSG8F5I","Sibelius"
48068,"tzL2Ao","Sibelius MEI Plugin.","SSK Zotero Resources","PWDVPZT5","Sibelius MEI Plugin."
48067,"V1U4ws","SibMEI 1.0","TAPoR","871","SibMEI 1.0"
46574,"CiFvAR","Siena (Simulation Investigation for Empirical Network Analysis)","TAPoR","522","Siena \(Simulation Investigation for Empirical Network Analysis\)"
46575,"eyT2DY","Sifter","TAPoR","704","Sifter"
48506,"v3c1Ee","Sigil","TAPoR","944","Sigil"
46581,"dvrBhg","sigma.js","TAPoR","734","sigma.js"
46584,"pb4O68","SigmaJS","TAPoR","700","SigmaJS"
28740,"cKM5kF","Silk","TAPoR","895","Silk"
46585,"d99l3U","Silobreaker","TAPoR","1071","Silobreaker"
46589,"Cg2X39","SimCA 2.0","TAPoR","423","SimCA 2.0"
46593,"7o4Zu0","SIMILE Widgets: Exhibit 3.0","TAPoR","99","SIMILE Widgets: Exhibit 3.0"
48675,"ZtCxCo","SIMILE Widgets: Gadget","TAPoR","100","SIMILE Widgets: Gadget"
48674,"N7L6iE","SIMILE Widgets: JsTeX","TAPoR","101","SIMILE Widgets: JsTeX"
46597,"wPyBrF","SIMILE Widgets: Timeline","TAPoR","102","SIMILE Widgets: Timeline"
46599,"kOYQXy","SIMILE Widgets: Timeplot","TAPoR","103","SIMILE Widgets: Timeplot"
46601,"SP3W4p","SIMILE Widgets: Welkin","TAPoR","356","SIMILE Widgets: Welkin"
46603,"7Sr9Ph","Simple Authorship Clustering","TAPoR","662","Simple Authorship Clustering"
40827,"ASSQXO","Simple Dynamic Modelling",NA,NA,"Simple Dynamic Modelling"
46605,"ZPNpqc","Simple Sentiment Analysis","TAPoR","590","Simple Sentiment Analysis"
46609,"1Svp5o","SimpleTCT","TAPoR","200","SimpleTCT"
46612,"baro8H","SiteCrawler","TAPoR","992","SiteCrawler"
46615,"vq4rfD","SiteSucker","TAPoR","1438","SiteSucker"
46622,"H5N6rQ","Sketch Engine","TAPoR","1634","Sketch Engine"
46618,"p5FdXa","Sketch2Code","TAPoR","1552","Sketch2Code"
46619,"dvk4Oj","Sketchbook Pro","TAPoR","787","Sketchbook Pro"
46626,"X9Gl7m","Sketchfab","TAPoR","1596","Sketchfab"
36546,"pYOEWC","Sketchfab - Your 3D content on web, mobile, AR, and VR.","SSK Zotero Resources","5PSV9FWV","Sketchfab - Your 3D content on web, mobile, AR, and VR."
48603,"UdB9FI","SketchUp","SSK Zotero Resources","7AJRIVK2","SketchUp"
46628,"zyEVrb","SketchUp (Formerly Google SketchUp)","TAPoR","1501","SketchUp \(Formerly Google SketchUp\)"
46631,"nuPiBo","Skim","TAPoR","1411","Skim"
46632,"6mERlE","Skitch","TAPoR","1176","Skitch"
46634,"zynYXp","Skype","TAPoR","1294","Skype"
46635,"A3MkoH","Slack","TAPoR","854","Slack"
46637,"bIYU0I","Slideshare","TAPoR","1175","Slideshare"
48485,"bs2yJD","Sloveniščina 2.0 - Journal",NA,NA,"Sloveniščina 2.0 - Journal"
46642,"CJNIvZ","Smallpdf- Online PDF Tools","TAPoR","843","Smallpdf- Online PDF Tools"
46644,"phiboL","SmartScore","TAPoR","1347","SmartScore"
44224,"0F3xHT","Smithsonian Voyager",NA,NA,"Smithsonian Voyager"
46647,"J3NYzp","SnagIt","TAPoR","873","SnagIt"
46649,"QJfG5q","SNAP","TAPoR","276","SNAP"
46659,"MDRRLD","Snapz Pro X","TAPoR","1197","Snapz Pro X"
46656,"Q3hDML","Snapzen","TAPoR","878","Snapzen"
28199,"LozblA","Snipshot","TAPoR","1488","Snipshot"
46661,"fDqoS6","SNOBOL (String Oriented Symbolic Language)","TAPoR","483","SNOBOL \(String Oriented Symbolic Language\)"
40214,"yDKQus","SOAP",NA,NA,"SOAP"
46665,"34pYcH","Social Science Research Network","TAPoR","1138","Social Science Research Network"
48491,"ZSc4sh","Social Sciences and Digital Humanities Archive – SODHA",NA,NA,"Social Sciences and Digital Humanities Archive – SODHA"
36840,"h16Jzc","Software - The Stanford Natural Language Processing Group","SSK Zotero Resources","AB2FM77V","Software - The Stanford Natural Language Processing Group"
46668,"EZLYqT","SOLAR (A Semantically Oriented Lexical ARchive)","TAPoR","277","SOLAR \(A Semantically Oriented Lexical ARchive\)"
46669,"d84UWV","Solr","TAPoR","1393","Solr"
46675,"MjU7LX","Sophie","TAPoR","175","Sophie"
35769,"h11Yh3","SOPRANO, Synthetic Organic Pigments Research Aggregation Network","SSK Zotero Resources","N3N6HFP7","SOPRANO, Synthetic Organic Pigments Research Aggregation Network"
28764,"mv8HXC","Sort My List","TAPoR","1273","Sort My List"
46676,"APOw60","Sortd","TAPoR","1530","Sortd"
46677,"FHje7x","Soundcite","TAPoR","1535","Soundcite"
28161,"SKXyni","SoundScriber","TAPoR","1220","SoundScriber"
46681,"nfEQYA","spaCy","TAPoR","1603","spaCy"
15265,"ZAUXU6","Spatial","Language Resource Switchboard","Spatial","Spatial"
46682,"PUHEda","SpatialNote","TAPoR","795","SpatialNote"
46686,"WDW1s1","Specify Collections Management Software","TAPoR","872","Specify Collections Management Software"
36633,"2SfcUD","Spectrum Analyzer Home Page","SSK Zotero Resources","RHKZ37DU","Spectrum Analyzer Home Page"
15266,"6Z4J7o","Spejd","Language Resource Switchboard","Spejd","Spejd"
34618,"8b4qz1","SpiderOak","TAPoR","1001","SpiderOak"
46687,"YZzjy2","SPITBOL","TAPoR","491","SPITBOL"
46689,"zFu5bU","SplitsTree4","TAPoR","373","SplitsTree4"
27982,"Wj3hnW","Spoken Word -My Other Office Transcription Service","TAPoR","778","Spoken Word -My Other Office Transcription Service"
48664,"7MmpJv","SPPAS",NA,NA,"SPPAS"
36069,"zvKtn3","Språkbanken","SSK Zotero Resources","MAQDBVPI","Språkbanken"
36486,"2CJSrL","SPSS AMOS homepage","SSK Zotero Resources","3BIQ5K3W","SPSS AMOS homepage"
36879,"Zot7pm","SPSS homepage","SSK Zotero Resources","I828B5GI","SPSS homepage"
46692,"y1ojDl","SQL Server","TAPoR","1211","SQL Server"
46695,"a9U2Ok","SRILM (SRI Language Modelling Toolkit)","TAPoR","436","SRILM \(SRI Language Modelling Toolkit\)"
48266,"lxjJee","Srophé App (an eXist-db publishing platform for TEI datasets)",NA,NA,"Srophé App \(an eXist-db publishing platform for TEI datasets\)"
46697,"mjdViM","SSELab","TAPoR","1543","SSELab"
40783,"CzWHtv","SSH Conversion Hub","SSHopencloud Service Catalogue","222","SSH Conversion Hub"
12796,"tsbNWP","SSH GDPR Code of Conduct","SSHopencloud Service Catalogue","213","SSH GDPR Code of Conduct"
40746,"U35NcK","SSH Training Discovery Toolkit",NA,NA,"SSH Training Discovery Toolkit"
12782,"D7vtfD","SSHOC Certification Support","SSHopencloud Service Catalogue","307","SSHOC Certification Support"
40742,"dLFjZ9","SSHOC Multilingual Data Stewardship Terminology",NA,NA,"SSHOC Multilingual Data Stewardship Terminology"
40782,"6jw1I7","SSHOC Reference Ontology (SSHOCro)",NA,NA,"SSHOC Reference Ontology \(SSHOCro\)"
46698,"1qgDsN","STACKS","TAPoR","747","STACKS"
46701,"YNJ5uy","Stanford HCI Group: Gigapixel","TAPoR","141","Stanford HCI Group: Gigapixel"
46704,"mH3XXA","Stanford HCI Group: PaperToolkit","TAPoR","139","Stanford HCI Group: PaperToolkit"
46709,"DxMLwM","Stanford Mobisocial Lab: Muse","TAPoR","140","Stanford Mobisocial Lab: Muse"
36366,"p7pfbV","Stanford Named Entity Recognizer (NER)","SSK Zotero Resources","RX7BRGK8","Stanford Named Entity Recognizer \(NER\)"
46711,"LWpbxy","Stanford NLP Group: Classifier","TAPoR","143","Stanford NLP Group: Classifier"
