"ssh.id","ssh.label","tapor.id","wd.item","wd.item.tadirah","tadirah.uri"
"848","a5PLbJ","Pycoon","1208",NA,"Q80006","https://vocabs.dariah.eu/tadirah/programming"
"849","a5PLbJ","Pycoon","1208",NA,"Q386275","https://vocabs.dariah.eu/tadirah/webDevelopment"
"850","TQPbpp","PyDelta","597",NA,"Q217602","https://vocabs.dariah.eu/tadirah/analyzing"
"851","TQPbpp","PyDelta","597",NA,"Q653137","https://vocabs.dariah.eu/tadirah/contentAnalysis"
"852","vShYL3","Pygmalion’s code",NA,NA,"Q1938983","https://vocabs.dariah.eu/tadirah/spatialAnalysis"
"853","tt0gGA","Python","1366","Q28865","Q80006","https://vocabs.dariah.eu/tadirah/programming"
"854","tt0gGA","Python","1366","Q28865","Q386275","https://vocabs.dariah.eu/tadirah/webDevelopment"
"855","Dq1LOq","Python Tools for Text-Analysis",NA,NA,"Q217602","https://vocabs.dariah.eu/tadirah/analyzing"
"856","wtfizG","QDA Miner - Qualitative Data Analysis Software for Qualitative Research","936","Q3412300",NA,NA
"857","ucI9sJ","QGIS","976","Q1329181","Q1938983","https://vocabs.dariah.eu/tadirah/spatialAnalysis"
"858","pQkAOb","Qigga","1182",NA,"Q123819225","https://vocabs.dariah.eu/tadirah/capturing"
"859","pQkAOb","Qigga","1182",NA,"Q217602","https://vocabs.dariah.eu/tadirah/analyzing"
"860","pQkAOb","Qigga","1182",NA,"Q123751128","https://vocabs.dariah.eu/tadirah/gathering"
"861","pQkAOb","Qigga","1182",NA,"Q857525","https://vocabs.dariah.eu/tadirah/annotating"
"862","pQkAOb","Qigga","1182",NA,"Q36993249","https://vocabs.dariah.eu/tadirah/organizing"
"863","pQkAOb","Qigga","1182",NA,"Q123819222","https://vocabs.dariah.eu/tadirah/storing"
"864","pQkAOb","Qigga","1182",NA,"Q123783454","https://vocabs.dariah.eu/tadirah/contextualizing"
"865","J2NaBK","Qnotero","948",NA,"Q36993249","https://vocabs.dariah.eu/tadirah/organizing"
"866","leNxAf","Quadrigram","292",NA,"Q6504956","https://vocabs.dariah.eu/tadirah/dataVisualization"
"867","leNxAf","Quadrigram","292",NA,"Q217602","https://vocabs.dariah.eu/tadirah/analyzing"
"868","leNxAf","Quadrigram","292",NA,"Q95832426","https://vocabs.dariah.eu/tadirah/visualAnalysis"
"869","OMdpEb","Qualrus","519","Q105229761","Q6504956","https://vocabs.dariah.eu/tadirah/dataVisualization"
"870","OMdpEb","Qualrus","519","Q105229761","Q217602","https://vocabs.dariah.eu/tadirah/analyzing"
"871","OMdpEb","Qualrus","519","Q105229761","Q12772819","https://vocabs.dariah.eu/tadirah/discovering"
"872","OMdpEb","Qualrus","519","Q105229761","Q95832426","https://vocabs.dariah.eu/tadirah/visualAnalysis"
"873","OMdpEb","Qualrus","519","Q105229761","Q653137","https://vocabs.dariah.eu/tadirah/contentAnalysis"
"874","OMdpEb","Qualrus","519","Q105229761","Q123750937","https://vocabs.dariah.eu/tadirah/enriching"
"875","OMdpEb","Qualrus","519","Q105229761","Q857525","https://vocabs.dariah.eu/tadirah/annotating"
"876","OMdpEb","Qualrus","519","Q105229761","Q36993249","https://vocabs.dariah.eu/tadirah/organizing"
"877","OMdpEb","Qualrus","519","Q105229761","Q15756478","https://vocabs.dariah.eu/tadirah/interpreting"
"878","OMdpEb","Qualrus","519","Q105229761","Q123819222","https://vocabs.dariah.eu/tadirah/storing"
"879","OMdpEb","Qualrus","519","Q105229761","Q123783454","https://vocabs.dariah.eu/tadirah/contextualizing"
"880","OMdpEb","Qualrus","519","Q105229761","Q123783456","https://vocabs.dariah.eu/tadirah/relationalAnalysis"
"881","r6kNJy","Quanteda","1589","Q102187923","Q80006","https://vocabs.dariah.eu/tadirah/programming"
"882","r6kNJy","Quanteda","1589","Q102187923","Q4417999","https://vocabs.dariah.eu/tadirah/networkAnalysis"
"883","r6kNJy","Quanteda","1589","Q102187923","Q217602","https://vocabs.dariah.eu/tadirah/analyzing"
"884","r6kNJy","Quanteda","1589","Q102187923","Q653137","https://vocabs.dariah.eu/tadirah/contentAnalysis"
"885","r6kNJy","Quanteda","1589","Q102187923","Q1172378","https://vocabs.dariah.eu/tadirah/dataCleansing"
"886","r6kNJy","Quanteda","1589","Q102187923","Q15756478","https://vocabs.dariah.eu/tadirah/interpreting"
"887","pREcqE","QuarkXPress","1395","Q678036","Q123819227","https://vocabs.dariah.eu/tadirah/creating"
"888","pREcqE","QuarkXPress","1395","Q678036","Q123750937","https://vocabs.dariah.eu/tadirah/enriching"
"889","pREcqE","QuarkXPress","1395","Q678036","Q194105","https://vocabs.dariah.eu/tadirah/editing"
"890","pREcqE","QuarkXPress","1395","Q678036","Q857525","https://vocabs.dariah.eu/tadirah/annotating"
"891","pREcqE","QuarkXPress","1395","Q678036","Q110484020","https://vocabs.dariah.eu/tadirah/writing"
"892","pREcqE","QuarkXPress","1395","Q678036","Q123783459","https://vocabs.dariah.eu/tadirah/designing"
"893","FOLc0N","QuickCode","1039","Q7438779","Q123819225","https://vocabs.dariah.eu/tadirah/capturing"
"894","FOLc0N","QuickCode","1039","Q7438779","Q6504956","https://vocabs.dariah.eu/tadirah/dataVisualization"
"895","FOLc0N","QuickCode","1039","Q7438779","Q217602","https://vocabs.dariah.eu/tadirah/analyzing"
"896","FOLc0N","QuickCode","1039","Q7438779","Q95832426","https://vocabs.dariah.eu/tadirah/visualAnalysis"
"897","FOLc0N","QuickCode","1039","Q7438779","Q653137","https://vocabs.dariah.eu/tadirah/contentAnalysis"
"898","FOLc0N","QuickCode","1039","Q7438779","Q123751128","https://vocabs.dariah.eu/tadirah/gathering"
"899","l4V0tB","QuickVoice iP","1157",NA,"Q13557414","https://vocabs.dariah.eu/tadirah/recording"
"900","lNUdX3","Quill",NA,NA,NA,NA
"901","hQSjV0","Quirkos","796","Q30633354","Q6504956","https://vocabs.dariah.eu/tadirah/dataVisualization"
"902","hQSjV0","Quirkos","796","Q30633354","Q12772819","https://vocabs.dariah.eu/tadirah/discovering"
"903","hQSjV0","Quirkos","796","Q30633354","Q95832426","https://vocabs.dariah.eu/tadirah/visualAnalysis"
"904","hQSjV0","Quirkos","796","Q30633354","Q36993249","https://vocabs.dariah.eu/tadirah/organizing"
"905","hQSjV0","Quirkos","796","Q30633354","Q123819226","https://vocabs.dariah.eu/tadirah/disseminating"
"906","vehc3B","R","238","Q206904","Q80006","https://vocabs.dariah.eu/tadirah/programming"
"907","vehc3B","R","238","Q206904","Q123819227","https://vocabs.dariah.eu/tadirah/creating"
"908","vehc3B","R","238","Q206904","Q6504956","https://vocabs.dariah.eu/tadirah/dataVisualization"
"909","vehc3B","R","238","Q206904","Q217602","https://vocabs.dariah.eu/tadirah/analyzing"
"910","vehc3B","R","238","Q206904","Q95832426","https://vocabs.dariah.eu/tadirah/visualAnalysis"
"911","vehc3B","R","238","Q206904","Q123750937","https://vocabs.dariah.eu/tadirah/enriching"
"912","vehc3B","R","238","Q206904","Q1172378","https://vocabs.dariah.eu/tadirah/dataCleansing"
"913","pIyy0d","RAISE - Restore dAta Integration SuitE",NA,NA,"Q386824","https://vocabs.dariah.eu/tadirah/integrating"
"914","pIyy0d","RAISE - Restore dAta Integration SuitE",NA,NA,"Q116984851","https://vocabs.dariah.eu/tadirah/dataIngestion"
"915","pIyy0d","RAISE - Restore dAta Integration SuitE",NA,NA,"Q2330408","https://vocabs.dariah.eu/tadirah/dataMapping"
"916","pIyy0d","RAISE - Restore dAta Integration SuitE",NA,NA,"Q123819222","https://vocabs.dariah.eu/tadirah/storing"
"917","FSouZJ","Ranke.2",NA,NA,"Q352842","https://vocabs.dariah.eu/tadirah/teaching"
"918","FSouZJ","Ranke.2",NA,NA,"Q123819226","https://vocabs.dariah.eu/tadirah/disseminating"
"919","FSouZJ","Ranke.2",NA,NA,"Q15756478","https://vocabs.dariah.eu/tadirah/interpreting"
"920","zKTckj","Ranked Deep Pages from Core Issue Crawler Network","462",NA,"Q217602","https://vocabs.dariah.eu/tadirah/analyzing"
"921","lCuefs","RapidMiner","131","Q965395","Q6504956","https://vocabs.dariah.eu/tadirah/dataVisualization"
"922","lCuefs","RapidMiner","131","Q965395","Q217602","https://vocabs.dariah.eu/tadirah/analyzing"
"923","lCuefs","RapidMiner","131","Q965395","Q95832426","https://vocabs.dariah.eu/tadirah/visualAnalysis"
"924","e0TtXs","RATS (Random-Accessible Text Systems)","389",NA,"Q80006","https://vocabs.dariah.eu/tadirah/programming"
"925","e0TtXs","RATS (Random-Accessible Text Systems)","389",NA,"Q123819227","https://vocabs.dariah.eu/tadirah/creating"
"926","e0TtXs","RATS (Random-Accessible Text Systems)","389",NA,"Q217602","https://vocabs.dariah.eu/tadirah/analyzing"
"927","N2JU5y","RAW","452",NA,"Q4417999","https://vocabs.dariah.eu/tadirah/networkAnalysis"
"928","N2JU5y","RAW","452",NA,"Q6504956","https://vocabs.dariah.eu/tadirah/dataVisualization"
"929","N2JU5y","RAW","452",NA,"Q217602","https://vocabs.dariah.eu/tadirah/analyzing"
"930","N2JU5y","RAW","452",NA,"Q95832426","https://vocabs.dariah.eu/tadirah/visualAnalysis"
"931","N2JU5y","RAW","452",NA,"Q11024","https://vocabs.dariah.eu/tadirah/communicating"
"932","tIw5du","RDF2SVG (Rhizomik)","365",NA,"Q6504956","https://vocabs.dariah.eu/tadirah/dataVisualization"
"933","tIw5du","RDF2SVG (Rhizomik)","365",NA,"Q217602","https://vocabs.dariah.eu/tadirah/analyzing"
"934","tIw5du","RDF2SVG (Rhizomik)","365",NA,"Q95832426","https://vocabs.dariah.eu/tadirah/visualAnalysis"
"935","A8LVaZ","RDF Gravity","363",NA,"Q6504956","https://vocabs.dariah.eu/tadirah/dataVisualization"
"936","A8LVaZ","RDF Gravity","363",NA,"Q217602","https://vocabs.dariah.eu/tadirah/analyzing"
"937","A8LVaZ","RDF Gravity","363",NA,"Q95832426","https://vocabs.dariah.eu/tadirah/visualAnalysis"
"938","yWUrg9","Readability","998","Q1603379",NA,NA
"939","DtrsZo","Readware Information Processor","1368",NA,"Q217602","https://vocabs.dariah.eu/tadirah/analyzing"
"940","DtrsZo","Readware Information Processor","1368",NA,"Q653137","https://vocabs.dariah.eu/tadirah/contentAnalysis"
"941","T4PATb","Reaper","1556","Q1372992","Q123819227","https://vocabs.dariah.eu/tadirah/creating"
"942","T4PATb","Reaper","1556","Q1372992","Q194105","https://vocabs.dariah.eu/tadirah/editing"
"943","T4PATb","Reaper","1556","Q1372992","Q123783459","https://vocabs.dariah.eu/tadirah/designing"
"944","qbSpWj","Reception Reader",NA,NA,"Q6504956","https://vocabs.dariah.eu/tadirah/dataVisualization"
"945","gRWJuZ","Recogito","710","Q74692524","Q123819225","https://vocabs.dariah.eu/tadirah/capturing"
"946","gRWJuZ","Recogito","710","Q74692524","Q1938983","https://vocabs.dariah.eu/tadirah/spatialAnalysis"
"947","gRWJuZ","Recogito","710","Q74692524","Q217602","https://vocabs.dariah.eu/tadirah/analyzing"
"948","gRWJuZ","Recogito","710","Q74692524","Q123750937","https://vocabs.dariah.eu/tadirah/enriching"
"949","gRWJuZ","Recogito","710","Q74692524","Q1145523","https://vocabs.dariah.eu/tadirah/collaborating"
"950","gRWJuZ","Recogito","710","Q74692524","Q857525","https://vocabs.dariah.eu/tadirah/annotating"
"951","gRWJuZ","Recogito","710","Q74692524","Q123819226","https://vocabs.dariah.eu/tadirah/disseminating"
"952","gRWJuZ","Recogito","710","Q74692524","Q36993249","https://vocabs.dariah.eu/tadirah/organizing"
"953","gRWJuZ","Recogito","710","Q74692524","Q459221","https://vocabs.dariah.eu/tadirah/sharing"
"954","gRWJuZ","Recogito","710","Q74692524","Q123819222","https://vocabs.dariah.eu/tadirah/storing"
"955","gRWJuZ","Recogito","710","Q74692524","Q207714","https://vocabs.dariah.eu/tadirah/transcribing"
"956","Mx7zRb","Recollection","1331",NA,"Q6504956","https://vocabs.dariah.eu/tadirah/dataVisualization"
"957","Mx7zRb","Recollection","1331",NA,"Q217602","https://vocabs.dariah.eu/tadirah/analyzing"
"958","Mx7zRb","Recollection","1331",NA,"Q95832426","https://vocabs.dariah.eu/tadirah/visualAnalysis"
"959","Mx7zRb","Recollection","1331",NA,"Q123819226","https://vocabs.dariah.eu/tadirah/disseminating"
"960","Mx7zRb","Recollection","1331",NA,"Q36993249","https://vocabs.dariah.eu/tadirah/organizing"
"961","Mx7zRb","Recollection","1331",NA,"Q632897","https://vocabs.dariah.eu/tadirah/preserving"
"962","Mx7zRb","Recollection","1331",NA,"Q459221","https://vocabs.dariah.eu/tadirah/sharing"
"963","Mx7zRb","Recollection","1331",NA,"Q123819222","https://vocabs.dariah.eu/tadirah/storing"
"964","22xMpb","ReDBox","1033",NA,NA,NA
"965","M2Fm5x","REDUX","281",NA,"Q217602","https://vocabs.dariah.eu/tadirah/analyzing"
"966","M2Fm5x","REDUX","281",NA,"Q653137","https://vocabs.dariah.eu/tadirah/contentAnalysis"
"967","XZIIVA","RedZ","1073","Q23293447","Q12772819","https://vocabs.dariah.eu/tadirah/discovering"
"968","XZIIVA","RedZ","1073","Q23293447","Q6504956","https://vocabs.dariah.eu/tadirah/dataVisualization"
"969","Dw6s5r","ReferenceEdge","833",NA,NA,NA
"970","6TiHIo","Referencer","1181","Q7307156",NA,NA
"971","oe5uHk","Reframe It","1102",NA,"Q1145523","https://vocabs.dariah.eu/tadirah/collaborating"
"972","oe5uHk","Reframe It","1102",NA,"Q857525","https://vocabs.dariah.eu/tadirah/annotating"
"973","QsW4z8","RefWorks","1180","Q7307076","Q36993249","https://vocabs.dariah.eu/tadirah/organizing"
"974","KYvSBT","RelFinder","366",NA,"Q6504956","https://vocabs.dariah.eu/tadirah/dataVisualization"
"975","KYvSBT","RelFinder","366",NA,"Q217602","https://vocabs.dariah.eu/tadirah/analyzing"
"976","KYvSBT","RelFinder","366",NA,"Q95832426","https://vocabs.dariah.eu/tadirah/visualAnalysis"
"977","fqwllX","Report on the comparison of Tesseract and ABBYY FineReader OCR engines",NA,NA,NA,NA
"978","HhRfYW","ResCarta Toolkit","701","Q17078111","Q36993249","https://vocabs.dariah.eu/tadirah/organizing"
"979","ULF8GZ","ReSpa",NA,NA,NA,NA
"980","wRb1n0","RiTa","95",NA,"Q217602","https://vocabs.dariah.eu/tadirah/analyzing"
"981","wRb1n0","RiTa","95",NA,"Q653137","https://vocabs.dariah.eu/tadirah/contentAnalysis"
"982","luKY4Y","RivEx","1374",NA,"Q1938983","https://vocabs.dariah.eu/tadirah/spatialAnalysis"
"983","v3ZVaE","Roambi Flow","1155",NA,"Q123819227","https://vocabs.dariah.eu/tadirah/creating"
"984","v3ZVaE","Roambi Flow","1155",NA,"Q123819225","https://vocabs.dariah.eu/tadirah/capturing"
"985","v3ZVaE","Roambi Flow","1155",NA,"Q3972943","https://vocabs.dariah.eu/tadirah/publishing"
"986","v3ZVaE","Roambi Flow","1155",NA,"Q123819226","https://vocabs.dariah.eu/tadirah/disseminating"
"987","v3ZVaE","Roambi Flow","1155",NA,"Q36993249","https://vocabs.dariah.eu/tadirah/organizing"
"988","FmN82N","RoSE","96",NA,"Q123819225","https://vocabs.dariah.eu/tadirah/capturing"
"989","FmN82N","RoSE","96",NA,"Q6504956","https://vocabs.dariah.eu/tadirah/dataVisualization"
"990","FmN82N","RoSE","96",NA,"Q217602","https://vocabs.dariah.eu/tadirah/analyzing"
"991","FmN82N","RoSE","96",NA,"Q12772819","https://vocabs.dariah.eu/tadirah/discovering"
"992","FmN82N","RoSE","96",NA,"Q95832426","https://vocabs.dariah.eu/tadirah/visualAnalysis"
"993","FmN82N","RoSE","96",NA,"Q123750937","https://vocabs.dariah.eu/tadirah/enriching"
"994","FmN82N","RoSE","96",NA,"Q123751128","https://vocabs.dariah.eu/tadirah/gathering"
"995","FmN82N","RoSE","96",NA,"Q194105","https://vocabs.dariah.eu/tadirah/editing"
"996","FmN82N","RoSE","96",NA,"Q13557414","https://vocabs.dariah.eu/tadirah/recording"
"997","zDqkWp","ROSSIO Portal",NA,NA,"Q18692990","https://vocabs.dariah.eu/tadirah/linkedOpenData"
"998","yvAIRA","RQDA","439","Q7277610","Q217602","https://vocabs.dariah.eu/tadirah/analyzing"
"999","yvAIRA","RQDA","439","Q7277610","Q653137","https://vocabs.dariah.eu/tadirah/contentAnalysis"
"1000","sksPVW","RRUFF Project website of integrated database of Raman spectra, X-ray diffraction and chemistry data for minerals.",NA,NA,NA,NA
"1001","7fT6XD","RSiena","523",NA,"Q4417999","https://vocabs.dariah.eu/tadirah/networkAnalysis"
"1002","7fT6XD","RSiena","523",NA,"Q217602","https://vocabs.dariah.eu/tadirah/analyzing"
"1003","ELLVec","RStudio","1346","Q4798119","Q123819227","https://vocabs.dariah.eu/tadirah/creating"
"1004","ELLVec","RStudio","1346","Q4798119","Q80006","https://vocabs.dariah.eu/tadirah/programming"
"1005","ELLVec","RStudio","1346","Q4798119","Q217602","https://vocabs.dariah.eu/tadirah/analyzing"
"1006","vTakO9","RT : Today's \"dirt\": DiRT now uses TaDiRAH terms and includes RDF data and a SPARQL endpoint!","758",NA,NA,NA
"1007","W5GAXY","Ruby","1012","Q161053","Q80006","https://vocabs.dariah.eu/tadirah/programming"
"1008","W5GAXY","Ruby","1012","Q161053","Q123819227","https://vocabs.dariah.eu/tadirah/creating"
"1009","W5GAXY","Ruby","1012","Q161053","Q217602","https://vocabs.dariah.eu/tadirah/analyzing"
"1010","W5GAXY","Ruby","1012","Q161053","Q386275","https://vocabs.dariah.eu/tadirah/webDevelopment"
"1011","7jF2uv","Ruby on Rails","1384","Q190478","Q386275","https://vocabs.dariah.eu/tadirah/webDevelopment"
"1012","7jF2uv","Ruby on Rails","1384","Q190478","Q80006","https://vocabs.dariah.eu/tadirah/programming"
"1013","vOsAj5","RUN - Institutional Repository of Universidade Nova de Lisboa",NA,NA,"Q10418049","https://vocabs.dariah.eu/tadirah/archiving"
"1014","vOsAj5","RUN - Institutional Repository of Universidade Nova de Lisboa",NA,NA,"Q208165","https://vocabs.dariah.eu/tadirah/collecting"
"1015","sVXyu9","Rwui","1480",NA,NA,NA
"1016","qCMyzU","SALEM","412",NA,"Q217602","https://vocabs.dariah.eu/tadirah/analyzing"
"1017","qCMyzU","SALEM","412",NA,"Q653137","https://vocabs.dariah.eu/tadirah/contentAnalysis"
"1018","VP9pEA","SALT (Statistic Analysis of Language Transcripts)","264",NA,"Q217602","https://vocabs.dariah.eu/tadirah/analyzing"
"1019","VP9pEA","SALT (Statistic Analysis of Language Transcripts)","264",NA,"Q12772819","https://vocabs.dariah.eu/tadirah/discovering"
"1020","VP9pEA","SALT (Statistic Analysis of Language Transcripts)","264",NA,"Q653137","https://vocabs.dariah.eu/tadirah/contentAnalysis"
"1021","7j4LHr","Sampo-UI framework for developing semantic portal user interfaces",NA,NA,"Q18692990","https://vocabs.dariah.eu/tadirah/linkedOpenData"
"1022","Acj5c1","SARIT","1231",NA,"Q217602","https://vocabs.dariah.eu/tadirah/analyzing"
"1023","Acj5c1","SARIT","1231",NA,"Q3972943","https://vocabs.dariah.eu/tadirah/publishing"
"1024","Acj5c1","SARIT","1231",NA,"Q123750937","https://vocabs.dariah.eu/tadirah/enriching"
"1025","Acj5c1","SARIT","1231",NA,"Q123783460","https://vocabs.dariah.eu/tadirah/commenting"
"1026","Acj5c1","SARIT","1231",NA,"Q123819222","https://vocabs.dariah.eu/tadirah/storing"
"1027","NH8oBr","SARIT (Search and Retrieval of Indic Texts)","524",NA,"Q217602","https://vocabs.dariah.eu/tadirah/analyzing"
"1028","NH8oBr","SARIT (Search and Retrieval of Indic Texts)","524",NA,"Q12772819","https://vocabs.dariah.eu/tadirah/discovering"
"1029","ARNoMx","SATO (Systeme d'analyse des textes par ordinateur)","320",NA,"Q217602","https://vocabs.dariah.eu/tadirah/analyzing"
"1030","ARNoMx","SATO (Systeme d'analyse des textes par ordinateur)","320",NA,"Q12772819","https://vocabs.dariah.eu/tadirah/discovering"
"1031","ARNoMx","SATO (Systeme d'analyse des textes par ordinateur)","320",NA,"Q653137","https://vocabs.dariah.eu/tadirah/contentAnalysis"
"1032","5zppeI","SCAN","318",NA,"Q80006","https://vocabs.dariah.eu/tadirah/programming"
"1033","5zppeI","SCAN","318",NA,"Q123819227","https://vocabs.dariah.eu/tadirah/creating"
"1034","5zppeI","SCAN","318",NA,"Q217602","https://vocabs.dariah.eu/tadirah/analyzing"
"1035","5zppeI","SCAN","318",NA,"Q12772819","https://vocabs.dariah.eu/tadirah/discovering"
"1036","zrJHJm","Scanner for Zotero","943",NA,"Q3265221","https://vocabs.dariah.eu/tadirah/identifying"
"1037","bfScEl","SCBD (Sentence and Chunk Boundaries Detector)","432",NA,"Q217602","https://vocabs.dariah.eu/tadirah/analyzing"
"1038","bfScEl","SCBD (Sentence and Chunk Boundaries Detector)","432",NA,"Q653137","https://vocabs.dariah.eu/tadirah/contentAnalysis"
"1039","OKw4io","Scharfenberg-Smith Concordance Program","408",NA,"Q217602","https://vocabs.dariah.eu/tadirah/analyzing"
"1040","s8uozH","Scholarometer","1247",NA,"Q43401994","https://vocabs.dariah.eu/tadirah/tagging"
"1041","bjIJlU","ScholarPress Workshop","1427",NA,NA,NA
"1042","z6MwlK","Scholastica","925","Q55632682","Q123819225","https://vocabs.dariah.eu/tadirah/capturing"
"1043","z6MwlK","Scholastica","925","Q55632682","Q123751128","https://vocabs.dariah.eu/tadirah/gathering"
"1044","z6MwlK","Scholastica","925","Q55632682","Q194105","https://vocabs.dariah.eu/tadirah/editing"
