tool_id,data_tapor,repository_tapor,url_tapor,name_tapor-api,detail,name,QId,url_image,star_average,_ - tools - _ - attribute_value_ids - attribute_value_ids,_ - attribute_values - _ - id,_ - attribute_values - _ - name
,,,,,,,,,,79,,
,,,,,,,,,,83,,
1340,"{""id"":1340,""user_id"":1,""name"":""Exhibit 3.0"",""detail"":""\u003cp\u003eExhibit 3.0 is a publishing framework for large scale data-rich interactive Web pages. The beta version is scalable up to 100k items.\u003c/p\u003e\u003cp\u003e\nExhibit lets you easily create Web pages with advanced text search and filtering functionalities, with interactive maps, timelines, and other visualizations. The Exhibit 3.0 software has two separate modes: Scripted for building smaller in-browser Exhibits, and Staged for bigger server-based Exhibits.\u003c/p\u003e"",""is_approved"":true,""image_url"":""images/tools/2/1340.jpg"",""creators_name"":""MIT Libraries, MIT CSAIL, Zepheira"",""creators_email"":null,""creators_url"":""http://www.simile-widgets.org/"",""star_average"":0.0,""url"":""https://www.simile-widgets.org/exhibit3/"",""last_updated"":""2018-09-18"",""nature"":""tool"",""language"":null,""code"":null,""repository"":""https://github.com/simile-widgets/exhibit/"",""thumb_url"":""images/tools/2/1340-thumb.jpg"",""rating_count"":0,""recipes"":""""}",https://github.com/simile-widgets/exhibit/,https://www.simile-widgets.org/exhibit3/,Exhibit 3.0,"Exhibit 3.0 is a publishing framework for large scale data-rich interactive Web pages. The beta version is scalable up to 100k items.
Exhibit lets you easily create Web pages with advanced text search and filtering functionalities, with interactive maps, timelines, and other visualizations. The Exhibit 3.0 software has two separate modes: Scripted for building smaller in-browser Exhibits, and Staged for bigger server-based Exhibits.",Exhibit 3.0,,https://tapor.ca/images/tools/2/1340.jpg,0,92,,
1341,"{""id"":1341,""user_id"":1,""name"":""Dundas"",""detail"":""\u003cp\u003eSoftware for creating data dashboards. Many of the sample galleries portray corporate financial data.\u003c/p\u003e"",""is_approved"":true,""image_url"":""images/tools/2/1341.jpg"",""creators_name"":""Troy Marchand"",""creators_email"":""info@dundas.com"",""creators_url"":null,""star_average"":0.0,""url"":""https://www.dundas.com/"",""last_updated"":""2018-09-28"",""nature"":""tool"",""language"":null,""code"":null,""repository"":null,""thumb_url"":""images/tools/2/1341-thumb.jpg"",""rating_count"":0,""recipes"":""""}",,https://www.dundas.com/,Dundas,Software for creating data dashboards. Many of the sample galleries portray corporate financial data.,Dundas,,https://tapor.ca/images/tools/2/1341.jpg,0,87,,
,,,,,,,,,,88,,
,,,,,,,,,,4,,
,,,,,,,,,,79,,
,,,,,,,,,,82,,
1342,,,,,,Microsoft Silverlight,Q489048,,0,,,
,,,,,,,,,,,,
1343,"{""id"":1343,""user_id"":1,""name"":""ColorBrewer"",""detail"":""\u003cp\u003eColorBrewer is a web tool for selecting color schemes for thematic maps, most usually for choropleth maps. It includes 35 basic schemes with different numbers of classes for over 250 possible versions. Each scheme has CMYK, RGB, Hex, Lab, and AV3 (HSV) specs for the colors. The software is designed simply to list color specs for a scheme you find useful so you are able to create these colors in the mapping software you are using.  \u003c/p\u003e\u003cp\u003eIt should be noted that ColorBrewer is not mapping software. It is designed specifically for users to look up color sets to use in mapping environments. It does not allow you to read in your own data and it will not open any other geography files.\u003c/p\u003e"",""is_approved"":true,""image_url"":""images/tools/2/1343.jpg"",""creators_name"":""Cynthia Brewer, Mark Harrower, The Pennsylvania State University Support"",""creators_email"":null,""creators_url"":null,""star_average"":0.0,""url"":null,""last_updated"":null,""nature"":""tool"",""language"":null,""code"":null,""repository"":null,""thumb_url"":""images/tools/2/1343-thumb.jpg"",""rating_count"":0,""recipes"":""""}",,,ColorBrewer,"ColorBrewer is a web tool for selecting color schemes for thematic maps, most usually for choropleth maps. It includes 35 basic schemes with different numbers of classes for over 250 possible versions. Each scheme has CMYK, RGB, Hex, Lab, and AV3 (HSV) specs for the colors. The software is designed simply to list color specs for a scheme you find useful so you are able to create these colors in the mapping software you are using.  It should be noted that ColorBrewer is not mapping software. It is designed specifically for users to look up color sets to use in mapping environments. It does not allow you to read in your own data and it will not open any other geography files.",ColorBrewer,,https://tapor.ca/images/tools/2/1343.jpg,0,83,,
,,,,,,,,,,91,,
1344,"{""id"":1344,""user_id"":1,""name"":""Chartle"",""detail"":""\u003cp\u003eCreate simple charts.\u003c/p\u003e"",""is_approved"":false,""image_url"":""images/tools/2/1344.jpg"",""creators_name"":""Dieter Krachtus"",""creators_email"":null,""creators_url"":null,""star_average"":0.0,""url"":null,""last_updated"":""2018-05-24"",""nature"":""tool"",""language"":null,""code"":null,""repository"":null,""thumb_url"":""images/tools/2/1344-thumb.jpg"",""rating_count"":0,""recipes"":""""}",,,Chartle,Create simple charts.,Chartle,,https://tapor.ca/images/tools/2/1344.jpg,0,,,
1345,"{""id"":1345,""user_id"":1,""name"":""LC Newspaper Viewer"",""detail"":""\u003cp\u003eThe LC Newspaper Viewer is an open-source web application that understands how to model newspaper data created according to a set of technical guidelines, with the goal of publishing an online archive like Chronicling America.\u003c/p\u003e"",""is_approved"":true,""image_url"":""images/tools/2/1345.jpg"",""creators_name"":""Library of Congress"",""creators_email"":null,""creators_url"":null,""star_average"":0.0,""url"":""https://sourceforge.net/projects/loc-ndnp/"",""last_updated"":""2018-10-12"",""nature"":""tool"",""language"":null,""code"":null,""repository"":null,""thumb_url"":""images/tools/2/1345-thumb.jpg"",""rating_count"":0,""recipes"":""""}",,https://sourceforge.net/projects/loc-ndnp/,LC Newspaper Viewer,"The LC Newspaper Viewer is an open-source web application that understands how to model newspaper data created according to a set of technical guidelines, with the goal of publishing an online archive like Chronicling America.",LC Newspaper Viewer,,https://tapor.ca/images/tools/2/1345.jpg,0,65,,
,,,,,,,,,,81,,
1346,"{""id"":1346,""user_id"":1,""name"":""RStudio"",""detail"":""\u003cp\u003eRStudio is an integrated development environment (IDE) for R. It is available in both open source and consumer versions, and can run either on your desktop, or through a browser connected to RStudio Server. Features include syntax highlighting, code completion, smart indentation, and an interactive debugger.\u003c/p\u003e"",""is_approved"":true,""image_url"":""images/tools/2/1346.jpg"",""creators_name"":""RStudio"",""creators_email"":null,""creators_url"":null,""star_average"":0.0,""url"":""https://www.rstudio.com/"",""last_updated"":""2018-10-26"",""nature"":""tool"",""language"":null,""code"":null,""repository"":null,""thumb_url"":""images/tools/2/1346-thumb.jpg"",""rating_count"":0,""recipes"":""""}",,https://www.rstudio.com/,RStudio,"RStudio is an integrated development environment (IDE) for R. It is available in both open source and consumer versions, and can run either on your desktop, or through a browser connected to RStudio Server. Features include syntax highlighting, code completion, smart indentation, and an interactive debugger.",RStudio,Q4798119,https://tapor.ca/images/tools/2/1346.jpg,0,83,,
1347,"{""id"":1347,""user_id"":1,""name"":""SmartScore"",""detail"":""\u003cp\u003eSmartScore takes an image of a music score and converts it into an editable format, including MusicXML.\u003c/p\u003e"",""is_approved"":true,""image_url"":""images/tools/2/1347.jpg"",""creators_name"":""Musitek"",""creators_email"":""admin@musitek.com"",""creators_url"":null,""star_average"":0.0,""url"":""https://www.musitek.com/smartscore-pro.html"",""last_updated"":""2020-02-23"",""nature"":""tool"",""language"":null,""code"":null,""repository"":null,""thumb_url"":""images/tools/2/1347-thumb.jpg"",""rating_count"":0,""recipes"":""""}",,https://www.musitek.com/smartscore-pro.html,SmartScore,"SmartScore takes an image of a music score and converts it into an editable format, including MusicXML.",SmartScore,Q7543896,https://tapor.ca/images/tools/2/1347.jpg,0,81,,
,,,,,,,,,,91,,
1348,"{""id"":1348,""user_id"":1,""name"":""PhotoScore"",""detail"":""\u003cp\u003ePhotoScore takes an image of a music score-- including handwritten scores-- and outputs it in an editable format, including MusicXML (the musical equivalent of a text OCR program).\u003c/p\u003e"",""is_approved"":true,""image_url"":""images/tools/2/1348.jpg"",""creators_name"":"""",""creators_email"":""sales@neuratron.com"",""creators_url"":null,""star_average"":0.0,""url"":""https://www.neuratron.com/photoscore.htm"",""last_updated"":""2020-02-23"",""nature"":""tool"",""language"":null,""code"":null,""repository"":null,""thumb_url"":""images/tools/2/1348-thumb.jpg"",""rating_count"":0,""recipes"":""""}",,https://www.neuratron.com/photoscore.htm,PhotoScore,"PhotoScore takes an image of a music score-- including handwritten scores-- and outputs it in an editable format, including MusicXML (the musical equivalent of a text OCR program).",PhotoScore,,https://tapor.ca/images/tools/2/1348.jpg,0,81,,
1349,"{""id"":1349,""user_id"":1,""name"":""Your Twapper Keeper"",""detail"":""\u003cp\u003eTwapperKeeper is now called Hootsuite Archives and can be accessed from within Hootsuite.\u003c/p\u003e"",""is_approved"":true,""image_url"":""images/tools/2/1349.jpg"",""creators_name"":"""",""creators_email"":null,""creators_url"":null,""star_average"":0.0,""url"":null,""last_updated"":""2018-10-17"",""nature"":""tool"",""language"":null,""code"":null,""repository"":null,""thumb_url"":""images/tools/2/1349-thumb.jpg"",""rating_count"":0,""recipes"":""""}",,,Your Twapper Keeper,TwapperKeeper is now called Hootsuite Archives and can be accessed from within Hootsuite.,Your Twapper Keeper,,https://tapor.ca/images/tools/2/1349.jpg,0,81,,
,,,,,,,,,,86,,
1350,"{""id"":1350,""user_id"":1,""name"":""Twapper Keeper"",""detail"":""\u003cp\u003eTwapper Keeper lets users create an archive of tweets based on hashtag, keyword, or person, for them to review online. It was created in 2009 as a web application. It seems it is no longer available. \u003c/p\u003e"",""is_approved"":true,""image_url"":""images/tools/2/1350.jpg"",""creators_name"":""John O’Brien"",""creators_email"":"""",""creators_url"":""https://twitter.com/jobrieniii"",""star_average"":0.0,""url"":null,""last_updated"":""2020-02-23"",""nature"":""tool"",""language"":null,""code"":null,""repository"":null,""thumb_url"":""images/tools/2/1350-thumb.jpg"",""rating_count"":0,""recipes"":""""}",,,Twapper Keeper,"Twapper Keeper lets users create an archive of tweets based on hashtag, keyword, or person, for them to review online. It was created in 2009 as a web application. It seems it is no longer available.",Twapper Keeper,,https://tapor.ca/images/tools/2/1350.jpg,0,90,,
1351,"{""id"":1351,""user_id"":1,""name"":""Twitter"",""detail"":""\u003cp\u003eTwitter allows users to send 140-character messages. There is a thriving digital humanities community of Twitter users. This tool is great for communicating and sharing ideas, micro-blogging, real-time communication. You can follow tweets about digital humanities https://twitter.com/hashtag/digitalhumanities.\u003c/p\u003e"",""is_approved"":true,""image_url"":""images/tools/2/1351.jpg"",""creators_name"":"""",""creators_email"":null,""creators_url"":null,""star_average"":0.0,""url"":""https://twitter.com"",""last_updated"":""2018-11-06"",""nature"":""tool"",""language"":null,""code"":null,""repository"":null,""thumb_url"":""images/tools/2/1351-thumb.jpg"",""rating_count"":0,""recipes"":""""}",,https://twitter.com,Twitter,"Twitter allows users to send 140-character messages. There is a thriving digital humanities community of Twitter users. This tool is great for communicating and sharing ideas, micro-blogging, real-time communication. You can follow tweets about digital humanities https://twitter.com/hashtag/digitalhumanities.",Twitter,Q918,https://tapor.ca/images/tools/2/1351.jpg,0,61,,
,,,,,,,,,,65,,
,,,,,,,,,,84,,
1352,"{""id"":1352,""user_id"":1,""name"":""Aruspix"",""detail"":""Aruspix is a software application for the optical recognition, superimposition and collation of early music prints. With its optical recognition feature, Aruspix is a unique music scanning software for early music prints. It also has the ability to learns and improve itself dynamically as soon as a page is processed and corrected by the user."",""is_approved"":true,""image_url"":""images/tools/2/1352.jpg"",""creators_name"":"""",""creators_email"":""lxpugin@gmail.com"",""creators_url"":null,""star_average"":0.0,""url"":""http://www.aruspix.net/"",""last_updated"":""2020-02-23"",""nature"":""tool"",""language"":null,""code"":null,""repository"":""https://github.com/DDMAL/aruspix"",""thumb_url"":""images/tools/2/1352-thumb.jpg"",""rating_count"":0,""recipes"":""""}",https://github.com/DDMAL/aruspix,http://www.aruspix.net/,Aruspix,"Aruspix is a software application for the optical recognition, superimposition and collation of early music prints. With its optical recognition feature, Aruspix is a unique music scanning software for early music prints. It also has the ability to learns and improve itself dynamically as soon as a page is processed and corrected by the user.",Aruspix,,https://tapor.ca/images/tools/2/1352.jpg,0,91,,
1353,"{""id"":1353,""user_id"":1,""name"":""Denemo"",""detail"":""\u003cp\u003eDenemo is a music notation editor with a graphical user interface that allows users to enter notation for typesetting by the LilyPond music engraver.\u003c/p\u003e"",""is_approved"":true,""image_url"":""images/tools/2/1353.jpg"",""creators_name"":""Richard Shann, Jeremiah Benham, Éloi Rivard"",""creators_email"":""denemo-devel@gnu.org"",""creators_url"":null,""star_average"":0.0,""url"":""http://denemo.org/"",""last_updated"":""2020-02-23"",""nature"":""tool"",""language"":null,""code"":null,""repository"":""http://git.savannah.gnu.org/cgit/denemo.git"",""thumb_url"":""images/tools/2/1353-thumb.jpg"",""rating_count"":0,""recipes"":""""}",http://git.savannah.gnu.org/cgit/denemo.git,http://denemo.org/,Denemo,Denemo is a music notation editor with a graphical user interface that allows users to enter notation for typesetting by the LilyPond music engraver.,Denemo,Q1187020,https://tapor.ca/images/tools/2/1353.jpg,0,83,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
1354,,,,,"LilyPond is text-based music engraving software, with specific text input conventions.",LilyPond,Q195946,,0,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
1355,,,,,Finale is music notation software with MusicXML support.,Finale,,,0,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
1356,,,,,Sibelius is music notation software with MusicXML support.,Sibelius,,,0,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
1357,,,,,"SharpEye is music scanning/""OCR"" software that can convert an image of a score into an editable format such as MusicXML.",SharpEye,,,0,,,
1358,,,,,"capella-scan can ""OCR"" music scores from PDF or common image formats and output the results in MusicXML for use with common music editing software.",capella-scan,,,0,,,
1359,,,,,PDFtoMusic Pro converts PDFs created by other music notation programs to MusicXML scores.,PDFtoMusic Pro,,,0,,,
1360,,,,,"""In the WordHoard environment, texts are annotated or tagged by morphological, lexical, prosodic, and narratological criteria. They are mediated through a 'digital page' or user interface that lets scholarly but non-technical users explore the greatly increased query potential of textual data kept in such a form.""",vocabulary,Q6499736,,0,,,
1361,"{""id"":1361,""user_id"":1,""name"":""Whatizit"",""detail"":""\u003cp\u003eWhatizit can ingest up to 500,000 terms pasted into the input box and execute any of the pre-defined text analysis pipelines.\u003c/p\u003e"",""is_approved"":true,""image_url"":""images/tools/2/1361.jpg"",""creators_name"":""European Bioinformatics Institute"",""creators_email"":null,""creators_url"":null,""star_average"":0.0,""url"":""http://www.ebi.ac.uk/webservices/whatizit/info.jsf"",""last_updated"":""2018-10-17"",""nature"":""tool"",""language"":null,""code"":null,""repository"":null,""thumb_url"":""images/tools/2/1361-thumb.jpg"",""rating_count"":0,""recipes"":""""}",,http://www.ebi.ac.uk/webservices/whatizit/info.jsf,Whatizit,"Whatizit can ingest up to 500,000 terms pasted into the input box and execute any of the pre-defined text analysis pipelines.",Whatizit,,https://tapor.ca/images/tools/2/1361.jpg,0,79,,
,,,,,,,,,,81,,
1362,,,,,"""TextSTAT is a simple programme for the analysis of texts. It reads plain text files (in different encodings) and HTML files (directly from the internet) and it produces word frequency lists and concordances from these files. This version includes a web-spider which reads as many pages as you want from a particular website and puts them in a TextSTAT-corpus. The new news-reader, too, puts news messages in a TextSTAT-readable corpus file.TextSTAT reads MS Word and OpenOffice files. No conversion needed, just add the files to your corpus...In TextSTAT you can use regular expression which provides you with powerful search possibilities. The programme is multilingual. Because it uses Unicode internally, TextSTAT can cope with many different languages and file encodings. """,TextSTAT- Simple Text Analysis Tool,,,0,,,
1363,"{""id"":1363,""user_id"":1,""name"":""Textpresso"",""detail"":""\u003cp\u003eA text-mining system for scientific literature. Textpresso's two major elements are (1) access to full text, so that entire articles can be searched, and (2) introduction of categories of biological concepts and classes that relate to objects (e.g., association, regulation, etc.) or describe one (e.g., methods, etc).\u003c/p\u003e"",""is_approved"":true,""image_url"":""images/tools/2/1363.jpg"",""creators_name"":""California Institute of Technology"",""creators_email"":null,""creators_url"":null,""star_average"":0.0,""url"":""http://www.textpresso.org/celegans/"",""last_updated"":""2018-10-02"",""nature"":""tool"",""language"":null,""code"":null,""repository"":null,""thumb_url"":""images/tools/2/1363-thumb.jpg"",""rating_count"":0,""recipes"":""""}",,http://www.textpresso.org/celegans/,Textpresso,"A text-mining system for scientific literature. Textpresso's two major elements are (1) access to full text, so that entire articles can be searched, and (2) introduction of categories of biological concepts and classes that relate to objects (e.g., association, regulation, etc.) or describe one (e.g., methods, etc).",Textpresso,,https://tapor.ca/images/tools/2/1363.jpg,0,79,,
,,,,,,,,,,81,,
,,,,,,,,,,82,,
,,,,,,,,,,86,,
1364,,,,,TAToo is an embeddable Flash widget that displays TAPOR analytics for the page on which it resides.,Text Analysis For Me Too (TAToo),,,0,,,
1365,"{""id"":1365,""user_id"":1,""name"":""Text Analysis Markup System (TAMS) Analyzer"",""detail"":""\u003cp\u003eTAMS Analyzer is a program that works with TAMS to let you assign ethnographic codes to passages of a text just by selecting the relevant text and double clicking the name of the code on a list. It then allows you to extract, analyze, and save coded information.\u003c/p\u003e"",""is_approved"":true,""image_url"":""images/tools/2/1365.jpg"",""creators_name"":""Matthew Weinstein"",""creators_email"":""mattheww@u.washington.edu"",""creators_url"":null,""star_average"":0.0,""url"":""http://tamsys.sourceforge.net"",""last_updated"":""2018-09-27"",""nature"":""tool"",""language"":null,""code"":null,""repository"":null,""thumb_url"":""images/tools/2/1365-thumb.jpg"",""rating_count"":0,""recipes"":""""}",,http://tamsys.sourceforge.net,Text Analysis Markup System (TAMS) Analyzer,"TAMS Analyzer is a program that works with TAMS to let you assign ethnographic codes to passages of a text just by selecting the relevant text and double clicking the name of the code on a list. It then allows you to extract, analyze, and save coded information.",Text Analysis Markup System (TAMS) Analyzer,,https://tapor.ca/images/tools/2/1365.jpg,0,79,,
,,,,,,,,,,80,,
,,,,,,,,,,82,,
,,,,,,,,,,85,,
1366,"{""id"":1366,""user_id"":1,""name"":""Python"",""detail"":""\u003cp\u003eA general-purpose high-level programming language that places an emphasis upon code readability. Python supports a number of development models, including object oriented, imperative, and functional design. It provides automatic memory management and a fully dynamic type system.\u003c/p\u003e\u003cp\u003eFeatures: \u003c/p\u003e\u003cp\u003eVery clear, readable syntax\u003c/p\u003e\u003cp\u003e\u003c/p\u003e\u003cp\u003eStrong introspection capabilities\u003c/p\u003e\u003cp\u003e\u003c/p\u003e\u003cp\u003eIntuitive object orientation\u003c/p\u003e\u003cp\u003e\u003c/p\u003e\u003cp\u003eNatural expression of procedural code\u003c/p\u003e\u003cp\u003e\u003c/p\u003e\u003cp\u003eFull modularity, supporting hierarchical packages\u003c/p\u003e\u003cp\u003e\u003c/p\u003e\u003cp\u003eException-based error handling\u003c/p\u003e\u003cp\u003e\u003c/p\u003e\u003cp\u003eVery high level dynamic data types\u003c/p\u003e\u003cp\u003e\u003c/p\u003e\u003cp\u003eExtensive standard libraries and third party modules for virtually every task\u003c/p\u003e\u003cp\u003e\u003c/p\u003e\u003cp\u003eExtensions and modules easily written in C, C++ (or Java for Jython, or .NET languages for IronPython)\u003c/p\u003e\u003cp\u003e\u003c/p\u003e\u003cp\u003eEmbeddable within applications as a scripting interface\u003c/p\u003e"",""is_approved"":true,""image_url"":""images/tools/2/1366.jpg"",""creators_name"":""Python Software Foundation"",""creators_email"":null,""creators_url"":null,""star_average"":5.0,""url"":""https://www.python.org/"",""last_updated"":""2018-09-18"",""nature"":""tool"",""language"":null,""code"":null,""repository"":""https://github.com/python"",""thumb_url"":""images/tools/2/1366-thumb.jpg"",""rating_count"":1,""recipes"":""""}",https://github.com/python,https://www.python.org/,Python,"A general-purpose high-level programming language that places an emphasis upon code readability. Python supports a number of development models, including object oriented, imperative, and functional design. It provides automatic memory management and a fully dynamic type system.Features: Very clear, readable syntaxStrong introspection capabilitiesIntuitive object orientationNatural expression of procedural codeFull modularity, supporting hierarchical packagesException-based error handlingVery high level dynamic data typesExtensive standard libraries and third party modules for virtually every taskExtensions and modules easily written in C, C++ (or Java for Jython, or .NET languages for IronPython)Embeddable within applications as a scripting interface",Python,Q28865,https://tapor.ca/images/tools/2/1366.jpg,5,148,,
1367,,,,,"The Stanford Part-of-Speech Tagger includes English, Arabic, Chinese, and German tagger modules.",Stanford POS Tagger,,,0,,,
1368,"{""id"":1368,""user_id"":1,""name"":""Readware Information Processor"",""detail"":""\u003cp\u003eThe main programs that comprise the Information processor are called the analyst server and query or knowledge processor. The analyst program can be called from a command line,  from an html form, or through a TCP/IP socket protocol.  The query processor can be accessed with any browser using HTML commands. It analyzes text and allows the user to search it.\u003c/p\u003e"",""is_approved"":true,""image_url"":""images/tools/2/1368.jpg"",""creators_name"":""Management Information Technologies, Inc. (MITi)"",""creators_email"":null,""creators_url"":null,""star_average"":0.0,""url"":""http://www.readware.com/prod_infoproc.asp"",""last_updated"":""2018-09-28"",""nature"":""tool"",""language"":null,""code"":null,""repository"":null,""thumb_url"":""images/tools/2/1368-thumb.jpg"",""rating_count"":0,""recipes"":""""}",,http://www.readware.com/prod_infoproc.asp,Readware Information Processor,"The main programs that comprise the Information processor are called the analyst server and query or knowledge processor. The analyst program can be called from a command line,  from an html form, or through a TCP/IP socket protocol.  The query processor can be accessed with any browser using HTML commands. It analyzes text and allows the user to search it.",Readware Information Processor,,https://tapor.ca/images/tools/2/1368.jpg,0,79,,
,,,,,,,,,,82,,
1369,"{""id"":1369,""user_id"":1,""name"":""MMax2"",""detail"":""\u003cp\u003eMMax2 is a text annotation tool for creating and visualizing annotations. It has advanced and customizable methods for information and relation visualization.\u003c/p\u003e\u003cp\u003eFeatures: \u003c/p\u003e\u003cp\u003eDetermination of the word class / part of speech (POS) for words in a text\u003c/p\u003e\u003cp\u003eDetermination of word senses, including the disambiguation of homonymous and polysemous words\u003c/p\u003e\u003cp\u003eDetection of anaphoric expressions and identification of their antecedents\u003c/p\u003e"",""is_approved"":true,""image_url"":""images/tools/2/1369.jpg"",""creators_name"":"""",""creators_email"":""contact@mmax2.net"",""creators_url"":null,""star_average"":0.0,""url"":""http://mmax2.net/"",""last_updated"":""2020-02-23"",""nature"":""tool"",""language"":null,""code"":null,""repository"":""https://github.com/nlpAThits/MMAX2"",""thumb_url"":""images/tools/2/1369-thumb.jpg"",""rating_count"":0,""recipes"":""""}",https://github.com/nlpAThits/MMAX2,http://mmax2.net/,MMax2,"MMax2 is a text annotation tool for creating and visualizing annotations. It has advanced and customizable methods for information and relation visualization.Features: Determination of the word class / part of speech (POS) for words in a textDetermination of word senses, including the disambiguation of homonymous and polysemous wordsDetection of anaphoric expressions and identification of their antecedents",MMax2,,https://tapor.ca/images/tools/2/1369.jpg,0,80,,
1370,,,,,"GeoParser is a text analysis tool that may be used to identify and tag references to geographic location in a text resource using Natural Language Processing to analyse the composition of a resource and identifying words that match its geographic database. The approach is useful for processing names that may have one of several locations (e.g. Belfast in Ireland, New Zealand and Canada) and distinguishing names that may be confused with other common words (e.g. Reading in Berkshire and reading as an activity). GeoParser may be used with GeoCrossWalk to tag a place name with full geographical coordinates (e.g. an OS National Grid Reference).",GeoParser,,,0,,,
1371,"{""id"":1371,""user_id"":1,""name"":""GeoNames"",""detail"":""\u003cp\u003eA global geographical database that may be used to identify and tag all references to location. The database contains over 8 million entries, each of which possesses a geographic name (in various languages), latitude, longitude, elevation, population, administrative subdivision and postal codes and information on unique features.\u003c/p\u003e\u003cp\u003eFeatures: \u003c/p\u003e\u003cp\u003eBuilt upon web service, enabling transparent look-up and use of content through third-party tools and sites\u003c/p\u003e\u003cp\u003eBrowse by geographic location, country name, size of geographic region and other categories.\u003c/p\u003e\u003cp\u003eFull text search support\u003c/p\u003e\u003cp\u003e\u003c/p\u003e\u003cp\u003e\u003c/p\u003e\u003cp\u003eExtensible, enabling users to expand existing information or contribute new content\u003c/p\u003e\u003cp\u003eSupport for the World Geodetic System 1984 (WGS84) co-ordinate system\u003c/p\u003e"",""is_approved"":true,""image_url"":""images/tools/2/1371.jpg"",""creators_name"":""GeoNames.org"",""creators_email"":null,""creators_url"":null,""star_average"":0.0,""url"":null,""last_updated"":null,""nature"":""tool"",""language"":null,""code"":null,""repository"":null,""thumb_url"":""images/tools/2/1371-thumb.jpg"",""rating_count"":0,""recipes"":""""}",,,GeoNames,"A global geographical database that may be used to identify and tag all references to location. The database contains over 8 million entries, each of which possesses a geographic name (in various languages), latitude, longitude, elevation, population, administrative subdivision and postal codes and information on unique features.Features: Built upon web service, enabling transparent look-up and use of content through third-party tools and sitesBrowse by geographic location, country name, size of geographic region and other categories.Full text search supportExtensible, enabling users to expand existing information or contribute new contentSupport for the World Geodetic System 1984 (WGS84) co-ordinate system",GeoNames,Q830106,https://tapor.ca/images/tools/2/1371.jpg,0,,,
1372,"{""id"":1372,""user_id"":1,""name"":""Exceed"",""detail"":""\u003cp\u003eExceed is a PC X server system which allows for graphical user interface (GUI) interactions with networked computers. Exceed provides data exchange among applications on different platforms including UNIX, Linux, VMS, X Window Based System and IBM mainframes. Enables users to connect Microsoft Windows desktops to a wide variety of X Window-enabled servers and access X applications.\u003c/p\u003e"",""is_approved"":true,""image_url"":""images/tools/2/1372.jpg"",""creators_name"":""Open Text"",""creators_email"":""partners@opentext.com"",""creators_url"":null,""star_average"":0.0,""url"":""https://www.opentext.com/products-and-solutions/products/specialty-technologies/connectivity/exceed"",""last_updated"":""2020-02-23"",""nature"":""tool"",""language"":null,""code"":null,""repository"":null,""thumb_url"":""images/tools/2/1372-thumb.jpg"",""rating_count"":0,""recipes"":""""}",,https://www.opentext.com/products-and-solutions/products/specialty-technologies/connectivity/exceed,Exceed,"Exceed is a PC X server system which allows for graphical user interface (GUI) interactions with networked computers. Exceed provides data exchange among applications on different platforms including UNIX, Linux, VMS, X Window Based System and IBM mainframes. Enables users to connect Microsoft Windows desktops to a wide variety of X Window-enabled servers and access X applications.",Exceed,,https://tapor.ca/images/tools/2/1372.jpg,0,91,,
1373,,,,,http://www.athel.com/mono.html,MonoConc,,,0,,,
1374,"{""id"":1374,""user_id"":1,""name"":""RivEx"",""detail"":""\u003cp\u003eRivEX is a GIS tool designed to process vector river networks.  It enables the user to undertake a range of tasks associated with the spatial analysis of river networks, including checking the network for topological errors, converting a network to a measured network and generating regular or random sampling points across the network.\u003c/p\u003e\u003cp\u003eRivEX is an ESRI AddIn and has been developed to run on ArcGIS 10.2.1.  It is not compatible with earlier versions of ArcGIS. There is a cost associated with the software, though this has been discounted for academic use.  If you purchase this tool, you will receive all future upgrades free of charge for the current major release.\u003c/p\u003e"",""is_approved"":true,""image_url"":""images/tools/2/1374.jpg"",""creators_name"":""Duncan Hornby"",""creators_email"":null,""creators_url"":null,""star_average"":0.0,""url"":null,""last_updated"":null,""nature"":""tool"",""language"":null,""code"":null,""repository"":null,""thumb_url"":""images/tools/2/1374-thumb.jpg"",""rating_count"":0,""recipes"":""""}",,,RivEx,"RivEX is a GIS tool designed to process vector river networks.  It enables the user to undertake a range of tasks associated with the spatial analysis of river networks, including checking the network for topological errors, converting a network to a measured network and generating regular or random sampling points across the network.RivEX is an ESRI AddIn and has been developed to run on ArcGIS 10.2.1.  It is not compatible with earlier versions of ArcGIS. There is a cost associated with the software, though this has been discounted for academic use.  If you purchase this tool, you will receive all future upgrades free of charge for the current major release.",RivEx,,https://tapor.ca/images/tools/2/1374.jpg,0,,,
