"id.tapor","label","description","id.wikidata","label.clean"
136,"SEASR: Location Entities To Google Map","SEASR's Location Entities To Google Map is a tool for extracting locations from a text that can be displayed on a map. It uses OpenNLP to extract the entities, and then displays both the sentences and the locations in Google Maps. The page for this tool on SEASR's website is no longer active. However, it can still be viewed via the Internet Archive.",NA,"SEASR: Location Entities To Google Map"
137,"SEASR: NGram Tag Cloud Viewer","SEASR's NGram Tag Cloud Viewer is a free tool for generating a tag cloud from a text hosted at a URL. It can also process PDF documents. Although the page on SEASR's website is no longer active, it can still be viewed via the Internet Archive.",NA,"SEASR: NGram Tag Cloud Viewer"
132,"SEASR: OpenNLP Entities To Protovis Network Graph","SEASR's OpenNLP Entities to Protovis Network Graph is a free tool for extracting entities within a specified sentence distance within a text. The OpenNLP system is used for entity extraction, and their relationships are represented in a link node network graph generated in Protovis.  While SEASR is still active, their page for OpenNLP Entities to Protivis Network Graph is no longer available. It can still be viewed via the Internet Archive.",NA,"SEASR: OpenNLP Entities To Protovis Network Graph"
138,"SEASR: Tag Cloud Viewer With Stemming","SEASR's Tag Cloud Viewer With Stemming is a free tool for creating a tag cloud from a text hosted at a URL, and can process PDF documents. While this tool is similar to SEASR's NGram Tag Cloud Viewer, it applies a stemmer to the text during processing. Though the page for this tool is no longer available on the SEASR website, it can still be viewed via the Internet Archive.",NA,"SEASR: Tag Cloud Viewer With Stemming"
1663,"Second Life",NA,"Q106827","Second Life"
1664,"Second Life","Second Life is a simulation tool/platform in which allows people to create things beyond their wildest imagination. My review on the tool/platform can be found here: https://www.clomurph.com/2021/02/20/critical-review-of-the-digital-humanities-platform-second-life/","Q106827","Second Life"
1665,"Second Life","Second Life is a simulation tool/platform in which allows people to create things beyond their wildest imagination. My review on the tool/platform can be found here: https://www.clomurph.com/2021/02/20/critical-review-of-the-digital-humanities-platform-second-life/","Q106827","Second Life"
638,"Seealsology","Seealsology allows you see a rough sketch of the semantic area related to a Wikipedia Page by creating a graph from its \"See Also\" links.",NA,"Seealsology"
575,"Segrada","A java tool that allows for the creation of graphs and databases through the creation and connection of entities. It runs on a variety of platforms, and allows for a variety of configurations across multiple machines and users.",NA,"Segrada"
223,"SELECT (Sum and Evaluate the Largest Exponentiated Correlation Terms)","SELECT (Sum and Evaluate the Largest Exponentiated Correlation Terms) was a computer program for identifying associationally rich words for content analysis emerging from the WORDS research program developed in the 1970s. Although historically important, SELECT is no longer available and does not have an web presence.",NA,"SELECT \(Sum and Evaluate the Largest Exponentiated Correlation Terms\)"
1572,"Semantria","Semantria is a sentiment analysis tool mainly destined for cooperate customers. Their tool does the following tasks:Text Analytics, Machine Learning, Sentiment Analysis,Named Entity Extraction, Categorization, Intention Extraction and
Summarization. They also offer company packs in which the tools are fine tuned to produce more accurate results for the specific company.",NA,"Semantria"
532,"SemLens","SemLens is a tool for visualizing and analyzing RDF data developed as part of the Visual Data Web toolset and based on the Adobe Flex open source framework. Using SPARQL to access the user's dataset, it arranges RDF data into a scatter plot which can be analyzed via semantic lenses generated based on the dataset, and with logical operators. The tool provides a global overview of the user's dataset, and can do so even for large datasets.",NA,"SemLens"
287,"SENSE (Self-Expanding linguistic knowledge base from Sense Elicitation)","SENSE (Self-Expanding linguistic knowledge base from Sense Elicitation) was a historically important natural language processing system particularly useful for word sense disambiguation.",NA,"SENSE \(Self-Expanding linguistic knowledge base from Sense Elicitation\)"
1179,"Sente","Sente was a full-featured reference manager for Macs, iPads and iPhones. It helped users build, organize and use very large research libraries so they will always be in control of their research literature.

The website has been offline since September 2017.","Q3478650","Sente"
688,"Sentiment Analysis with sklearn (SVM & Naive Bayes)","Use sklearn for simple sentiment analysis.",NA,"Sentiment Analysis with sklearn \(SVM \& Naive Bayes\)"
745,"SentimentBuilder.com","SentimentBuilder is an online tool that performs text analytics on emails, reviews, feedback, chat data or any unstructured texts via Natural Language Processing. It's the only tool where you can upload a file for processing and then visually view the results in a Sankey Flow Report to quickly identify trends, issues and strengths and then customize each view, save and share! Export any result for your own offline analysis! Try the Always Free version today and upload your own data or try one of our sample files.",NA,"SentimentBuilder.com"
453,"SentiStrength","SentiStrength is a tool for sentiment analysis available for free to academic users (with registration), in Java and Windows-optimized versions. It estimates the strength of sentiment in short texts, and can handle informal language. Strength is expressed in a scale of 1 to 5 for positive sentiments, and -1 to -5 for negative; it also includes an option for assessing neutrality. SentiStrength is available for multiple languages, with extensibility for languages and contexts not already included. According to the developers, SentiStrength has human-level accuracy for short English texts. Commercial users must purchase a license.","Q54819120","SentiStrength"
1564,"SentiStrength","It is a sentiment analysis program. Automatic sentiment analysis of up to 16,000 social web texts per second with up to human level accuracy for English - other languages available or easily added.SentiStrength estimates the strength of positive and negative sentiment in short texts, even for informal language.SentiStrength can also report binary (positive/negative), trinary (positive/negative/neutral) and single scale (-4 to +4) results. SentiStrength was originally developed for English and optimised for general short social web texts but can be configured for other languages and contexts by changing its input files - some variants are demonstrated below.","Q54819120","SentiStrength"
1565,"SentiStrength","SentiStrength is a sentiment analysis (opinion mining) program. SentiStrength estimates the strength of positive and negative sentiment in short texts. It is ideal for short texts like tweets.
There is an online version and a downloadable Java version which has more options. 
It is stated to be able to analyse 16,000 tweets per second. To enter multiply short test, each text has to be put on a new line. SentiStrength will give a rating of the positive and negative sentiment strength for each line in a generated text file.","Q54819120","SentiStrength"
989,"SepiaTown","SepiaTown is a cultural history project that aims to provide a window to the past by merging photography, geography, and technology, by acting as a forum for institutions and individuals to share and map historical images. Once they have signed up, users may upload historic images to the site individually or in batches. Each image is given a title, description and keywords, as well as a spatial location represented by a marker on a map.  Visitors to the site can search or browse by using keywords and place-names, or by going directly to the map and clicking on a thumbnail to view images directly.",NA,"SepiaTown"
757,"Serendip","Serendip is a system for visually exploring topic models generated on large corpora of documents.",NA,"Serendip"
884,"Serendip-o-matic","Serendip-o-matic extracts keywords from your Zotero library or from text that you've pasted into the web interface, and finds related content in locations such as the Digital Public Library of America (DPLA), Europeana, and Flickr Commons, including photographs, documents, maps and other primary sources.",NA,"Serendip-o-matic"
1100,"SharedCopy","SharedCopy was a tool developed by Choon Keat, allowing users to individually and collaboratively annotate webpages. SharedCopy worked with platforms including Twitter and Basecamp, and enabled integration with other online services via its API.","Q7489527","SharedCopy"
1435,"Sharepoint","Microsoft Sharepoint is an environment for sharing documents with collaborators, using granular permissions. Sharepoint can tightly integrated with Microsoft Office (e.g. Office documents can be saved directly to Sharepoint, some Sharepoint installations allow web-based editing using the cloud-hosted Office 365. Sharepoint is commonly used to host collaborative workspaces, data management system, wikis and blogs.Features: Extensive integration with Microsoft Office System programsObject versioning systemBrowser-based configurationCustom site templates",NA,"Sharepoint"
1357,"SharpEye","SharpEye is music scanning/\"OCR\" software that can convert an image of a score into an editable format such as MusicXML.",NA,"SharpEye"
876,"sheetsee.js","\"Sheetsee.js is a JavaScript library, or box of goodies, if you will, that makes it easy to use a Google Spreadsheet as the database feeding the tables, charts and maps on a website. Once set up, any changes to the spreadsheet will be auto-saved by Google and be live on your site when a visitor refreshes the page. Using Google Spreadsheets as the backend database is awesome because it is easy to use, share and collaborate with.\" -- website",NA,"sheetsee.js"
1356,"Sibelius","Sibelius is music notation software with MusicXML support.",NA,"Sibelius"
871,"SibMEI 1.0","(From author Andrew Hankinson):I´m pleased to announce the release of SibMEI 1.0, a Sibelius to MEI plugin. Currently it only exports to MEI from Sibelius (no import). Special thanks to Micah Walter for his work on it this summer.You can download it from the GitHub \"Releases\" page: https://github.com/DuChemin/sibmei/releasesTo install:- Download the plugin (either .zip or .tar.gz)- Quit Sibelius if you have it open- Place the \"sibmei\" folder in your Sibelius plugins folder. See this page for help on how to find this folder on your system: http://www.sibelius.com/download/plugins/index.html?help=install- Restart Sibelius. The plugin should be available in your Plugins drop down bar.To use, simply choose \"Export to MEI\" from your plugins list.If you find any bugs, please help out by filing an issue on the GitHub Bug Tracker: https://github.com/DuChemin/sibmei/issues.The development of this plugin was supported by two organizations:- The Centre for Interdisciplinary Research in Music Media and Technology (CIRMMT) sponsored the initial development through a visiting research position at the University of Virginia;- The DuChemin Project, led by Richard Freedman at Haverford College and funded by grants from the NEH and Haverford College, sponsored further development in the summer of 2013.Please let me know if you have any questions or comments.",NA,"SibMEI 1.0"
522,"Siena (Simulation Investigation for Empirical Network Analysis)","Siena (Simulation Investigation for Empirical Network Analysis) is a free program for statistical analysis developed particularly to work with social network data, but also applicable to other forms of network data. It models network dynamics via Markov chain models; this approach is best applied to data where relations between actors and their behaviour can be treated as a state rather than as an event. Siena's statistical analysis processes can be time-consuming, as the system works via computer simulation of the network. It was in continuous development from 2001 through 2010, releasing versions up to 3.2. Development on Siena as a stand-alone program has concuded, and the project has shifted focus to RSiena, a version of Siena deployed in R.",NA,"Siena \(Simulation Investigation for Empirical Network Analysis\)"
704,"Sifter","Sifter provides search and retrieve access to every undeleted Tweet in the history of Twitter. Users can submit three historical Twitter estimate requests per day using a variety of Gnip PowerTrack rules. When the query is done, Sifter generates an email estimating the approximate number of tweets responsive to the query and the cost to get access to the data via DiscoverText. Once the data is licensed by Texifter, we store the Tweets in a free trial Enterprise DiscoverText account where you can perform advanced text analytics to search, filter, cluster, code, and machine classify the data.",NA,"Sifter"
944,"Sigil","Sigil is a free, open source, multi-platform e-book editor, designed for editing books in EPUB format. Full UTF-16 support and full EPUB 2 spec supportMultiple views: code view (complete control over directly editing EPUB syntax), book view (WYSIWYG), and preview viewTable of contents generator, metadata editor, multi-language user interface, spell checking tool, EPUB compliance validator, support for find and replaceImport, organize, and manage EPUB and HTML files, images, style sheets, audio, video, and fontsResourcesSource code repositoryCurrent packages       Wiki documentationOnline user guide Sigil's development blogHelp forum at MobileReadTranslations",NA,"Sigil"
734,"Sigma","Sigma is a JavaScript library dedicated to graph drawing. It makes it easy to publish networks on Web pages, and allows developers to integrate network exploration in rich Web applications.

It is highly interactive and allows a researcher to extend their work from a dedicated graph analysis package such as Gephi and share it via the web to allow for communication of research outputs, while permitting viewers to explore and discover their own findings from the raw graph network.","Q58423879","Sigma"
700,"SigmaJS","Sigma is a JavaScript library dedicated to graph drawing. It makes easy to publish networks on Web pages, and allows developers to integrate network exploration in rich Web applications.",NA,"SigmaJS"
895,"Silk","Silk is a platform for sites that contain collections of information. It's like the Tumblr for websites that have structured content–like software reviews, information about designers, a site with UN datasets, and more.When you have created your site (manually or by uploading one or more datasets), you can visualize and filter your data in a few ways. You can create graphs if your pages contain numbers, maps if you have locations, and filtered tables for just about anything. These visualizations and tables are interactive: anyone can play around with the variables to get the answer they need from the data.",NA,"Silk"
1071,"Silobreaker","Silobreaker is a search engine that aggregates the news from numerous sources and presents the contents in various visualization formats.",NA,"Silobreaker"
423,"SimCA 2.0","SimCA 2.0 was a program for correspondence analysis that could generate coordinates in seven dimensions for each data point.",NA,"SimCA 2.0"
99,"SIMILE Widgets: Exhibit 3.0","Exhibit 3.0, a part of the SIMILE Widgets family of tools, is an open source software tool for web-based data publishing. This JavaScript-based browser widget facilitates searching, browsing, navigating and visualization data, and enables users to publish their data collections as websites without requiring programming, a database or access to a server.",NA,"SIMILE Widgets: Exhibit 3.0"
100,"SIMILE Widgets: Gadget","Gadget, a part of the SIMILE Widgets family of tools, is an open source command line XML inspector for generating useful summaries from large amounts of well-formed XML data. It is particularly valuable when exploring, migrating or cleaning XML, in addition to evaluating schema emergence. This tool require a Java 1.4 or later compatible virtual machine and Maven 2.0 or above to run. Gadget is no longer maintained, but information about it is still available via the Internet Archive.",NA,"SIMILE Widgets: Gadget"
101,"SIMILE Widgets: JsTeX","JsTeX, a part of the SIMILE Widgets family of tools, is an open source JavaScript library capable of interpreting basic TeX encodings and transforming them into HTML definitions directly in a web page. This tool has been retired by SIMILE Widgets, and the website is no longer maintained. Captures of the site are currently available via the Internet Archive.",NA,"SIMILE Widgets: JsTeX"
102,"SIMILE Widgets: Timeline","Timeline, a part of the SIMILE Widgets family of tools, is a free, open source tool for creating interactive timelines from temporal data utilizing JavaScript and web markup in HTML and XML.",NA,"SIMILE Widgets: Timeline"
103,"SIMILE Widgets: Timeplot","TimePlot, a part of the SIMILE Widgets family of tools, is a free, open source DHTML-based AJAXy widget for plotting time series and overlaying time-based events over them. The overlays use the same data formats supported by the related SIMILE Widgets Timeline tool. Timeplots are generated with a combination of JavaScript and HTML.",NA,"SIMILE Widgets: Timeplot"
356,"SIMILE Widgets: Welkin","Welkin is a free tool for visualizing complex RDF models offered for download by the SIMILE Project. Rather than permitting users to focus on specific nodes, it provides analytical views such as an overview of a dataset's connectivity or potential mappings between resources and ontologies. It runs best through Java WebStart and is compatible with Windows, OS X and Linux.",NA,"SIMILE Widgets: Welkin"
662,"Simple Authorship Clustering","Clustering authorship based on the measure of the distance of texts.",NA,"Simple Authorship Clustering"
590,"Simple Sentiment Analysis","Code from an iPython notebook, based on:
http://nealcaren.web.unc.edu/an-introduction-to-text-analysis-with-python-part-1/

This notebook walks the user through analyzing a single string of text by creating custom dictionaries of positive and negative words.",NA,"Simple Sentiment Analysis"
200,"SimpleTCT","SimpleTCT (Simple Text Comparison Tool) is a free Java-based text comparison tool offered by Open Digital Arts & Humanities Tools (OpenDAHT). It offers a simplified management environment that enables users to display .rtf files, in which they may define themes, highlight passages and add researcher notes. The modified document can then be exported for later use.",NA,"SimpleTCT"
992,"SiteCrawler","SiteCrawler is a website downloading application that allows users to capture entire sites or selected portions of sites like image galleries.",NA,"SiteCrawler"
1438,"SiteSucker","SiteSucker is OSX and iOS software that can download an entire website, including images and videos.",NA,"SiteSucker"
1634,"Sketch Engine","Sketch Engine is a tool to explore how language works. Its algorithms analyze authentic texts of billions of words (text corpora) to identify instantly what is typical in language and what is rare, unusual or emerging usage. It is also designed for text analysis or text mining applications.

Sketch Engine is used by linguists, lexicographers, translators, students and teachers. It is a first choice solution for publishers, universities, translation agencies and national language institutes throughout the world.

Sketch Engine contains 500 ready-to-use corpora in 90+ languages, each having a size of up to 30 billion words to provide a truly representative sample of language.

Some of its functions are: word sketch, sketch difference, thesaurus, concordance, parallel concordance, wordlist, n-grams, keywords & terms, bilingual term extractiontrends and OneClick Dictionary.","Q25048081","Sketch Engine"
1552,"Sketch2Code","Transform any hand-drawn design into a HTML code with AI.",NA,"Sketch2Code"
787,"Sketchbook Pro","Sketchbook Pro is a professional grade digital sketchbook. It offers a number of brushes and tools that give the illustration created a natural feel. It is easy to use and along with the use of a graphics tablet can quickly allow for the mock up of a visual concept or can be used in the creation of storyboards for a audio visual production.It also comes as an app that can be used on android tablets or the ipad offering flexibility in order to suit your work flow methods.",NA,"Sketchbook Pro"
1596,"Sketchfab","Sketchfab is a platform to publish, share, discover, buy and sell 3D, VR and AR content. It provides a viewer based on the WebGL and WebVR technologies that allows users to display 3D models on the web, to be viewed on any mobile browser, desktop browser or Virtual Reality headset. Its 3D viewer  can be embedded on external websites, notably on Facebook. It currently has more than 3 million 3D models of which about 300,000 are free.","Q7534755","Sketchfab"
1501,"SketchUp","Google SketchUp is easy-to-use free 3D modeling software.","Q79604","SketchUp"
1411,"Skim","Skim is a PDF reader and note-taking software, with different colors of highlighting, annotation, sticky notes, numerous export formats and searching and filtering notes.","Q7535274","Skim"
1176,"Skitch","Skitch is a free screenshot editing utility for OS X, iOS, Windows 8, and Android. The app permits the user to add shapes and text to an image, and then share it online using Evernote. Images can also be exported to various image formats. Originally developed by Plasq, Skitch was acquired by Evernote on August 18, 2011.",NA,"Skitch"
1294,"Skype","Skype allows free voice and video computer-to-computer calls, and calls to phone numbers for a fee. Video is only available for person-to-person calls, but multiple users can join a voice call. Skype can be used for free by educators in the classroom: http://www.educatorstechnology.com/2012/06/complete-guide-to-use-of-skyp...","Q40984","Skype"
854,"Slack","Slack is a team-based communication and archiving platform. It allows for both synchronous and asynchronous communications, channels for managing specific streams, full user management and integration with a wide variety of social media and storage providers. It is free for limited (rather generous) use and provides one the best means to allow for individual communication patterns within a managed project to be facilitated. Allowing for the quick and informal communications, hashtagged for quick scanning and searching as well as targeted messaging makes it a very compelling project tool. The addition of specific mobile clients with notifications makes it a very effective project management tool.","Q17130715","Slack"
843,"Smallpdf- Online PDF Tools","Smallpdf is a free online tool to compress, merge, split and convert PDF documents. It is simple to use and free to use. It can be useful to compress research papers, merge several documents together or extract graphs and images from PDF files.",NA,"Smallpdf- Online PDF Tools"
1347,"SmartScore","SmartScore takes an image of a music score and converts it into an editable format, including MusicXML.","Q7543896","SmartScore"
873,"Snagit","Simple screencasting and image capture tool. SnagIt is part of TechSmith's family of screen capture and video editing products. Jing offers fewer features, but is a free alternative. Camtasia is the most fully featured of the products, but also the most expensive.","Q1776235","Snagit"
276,"SNAP","SNAP was a historically important programming language designed specificially for humanists. It used plain-English syntax, and was particularly suited for automating text processing tasks.",NA,"SNAP"
1197,"Snapz Pro X","Snapz Pro X allows you to record anything on your computer screen. You can save audio or video as a QuickTime® movie or screenshot that can be shared.","Q7547379","Snapz Pro X"
878,"Snapzen","Snapzen is a browser tool that is used to collaborate with others about the information on any web page - right from your browser.Discuss information on web pages with your colleagues, friends or family. It is easy to collaborate with others because they see exactly what you see on the web pages.If you still use copy and paste, screenshot tools, email or chat to discuss web pages, Snapzen will show you a better way.",NA,"Snapzen"
1488,"Snipshot","Snipshot has been acquired by Ansa instant messaging service.  A browser bookmarklet that-- when used-- allows a user to select any of the images on the page to edit (basic color enhancement, cropping, etc.). Allows users to save the resulting image in a variety of formats, or email the image.",NA,"Snipshot"
483,"SNOBOL","SNOBOL is a programming language developed in the 1960s capable of symbol and free-form string manipulation that was of particular value to early computer-based Humanities research. SNOBOL4 was the final version released by AT&T Bell Laboratories.","Q522041","SNOBOL"
277,"SOLAR (A Semantically Oriented Lexical ARchive)","SOLAR (A Semantically Oriented Lexical ARchive) was a historically important program originally available only over ARPAnet. It facilitated the semantic and conceptual analysis of English-language texts.",NA,"SOLAR \(A Semantically Oriented Lexical ARchive\)"
1681,"Sonic Visualiser","Sonic Visualiser is a free, open-source application for Windows, Linux, and Mac, designed to study a music recording closely. It's designed for musicologists, archivists, signal-processing researchers, and anyone else looking for a friendly way to look at what lies inside the audio file. Its latest release was September 2021. Its main functions are visualisation, analysis, and annotation of music audio recordings.","Q7561850","Sonic Visualiser"
175,"Sophie","Sophie is a free, creative commons authoring tool from the Institute for the Future of the Book and the University of Southern California's School of Cinematic Arts that enables collaboration, reading and publication. Its highlights include an authoring environment that allows users to create complex networked multimedia documents, a reader than opens books in a browser without downloading additional software, comment frames for adding discussions within books, digital libraries compatible with the Sophe iPad app, timeline creation and collaborative book creation. As of version 2.1, Sophie includes HTML5 export for data integrating multimedia content and for use on a wide variety of devices.",NA,"Sophie"
1273,"Sort My List","Sort My List will alphabetically sort a list of plain text data, and do some simple text reformatting (e.g. going from CSV to TSV, changing cases, find and replace.). It is constantly being updated with new sorting options.",NA,"Sort My List"
1530,"Sortd","Sortd gets your Inbox organized. It brings your emails, tasks & priorities together in one intuitive workspace, and it works right inside Gmail!

For Professionals:

Supercharge your email productivity, with organized lists, reminders, email tracking, snoozing and renaming of subject lines.

For Sales + Client Service:

Boost your sales and client service with pipelines that will help you close deals & queries faster. Includes ontacts, ...

For Team Work:

Collaborate with your team on email.  Assign emails & set next steps. With all new Email Sharing capabilities that eliminates CC's, BCC's or forwarded emails.

For Customer Support, Projects, Finance, Hiring ...:

Manage various customer facing processes like customer support, recruitment, account management",NA,"Sortd"
1535,"Soundcite","The Soundcite tool enables writers to place audio clips at precise moments that underscore the ideas and expressions in a text. As your readers follow along, they click highlighted lines to play audio, and they stop automatically.",NA,"Soundcite"
906,"Soundflowers","Soundflower is a MacOS system extension that allows applications to pass audio to other applications. Soundflower is easy to use, it simply presents itself as an audio device, allowing any audio application to send and receive audio with no other support needed. Example: Play a YouTube video, and use Soundflower to route the audio signal into recording software such as Audacity.Initially supported and developed by Cycling '74, the project now lives on Google Code where is has received updates from members there.Although the code is maintained on Google Code, you can read about some sample applications on this page at Cycling '74: http://cycling74.com/products/soundflower/","Q20009812","Soundflowers"
1220,"SoundScriber","A software application for the playback of audio recordings. SoundScriber offers specific functionality for researchers that wish to transcribe a recording. It was originally developed for use in the Michigan Corpus of Academic Spoken English (MICASE) project and released for use by academics performing similar work.Features: Audio playback via installed audio codecs (e.g. Wav, MP3)Variable speed playback'Walking' support – playback of a small stretch of an audio stream several times to ensure accurate transcription is made, followed by an advancement to a new section of audio.","Q105076391","SoundScriber"
1603,"SpaCy","spaCy is an open-source software library for advanced natural language processing, written in the programming languages Python and Cython. The library is published under the MIT license and currently offers statistical neural network models for English, German, Spanish, Portuguese, French, Italian, Dutch and multi-language NER, as well as tokenization for various other languages.

Unlike NLTK, which is widely used for teaching and research, spaCy focuses on providing software for production usage. As of version 1.0, spaCy also supports deep learning workflows that allow connecting statistical models trained by popular machine learning libraries like TensorFlow, Keras, Scikit-learn or PyTorch. spaCy's machine learning library, Thinc, is also available as a separate open-source Python library. It features convolutional neural network models for part-of-speech tagging, dependency parsing and named entity recognition, as well as API improvements around training and updating models, and constructing custom processing pipelines.","Q28406945","SpaCy"
795,"SpatialNote","SpatialNote is a 3D note-taking software. The workspace consists of cubes. SpatialNote allows for working with details from the inside the cube view, and with the big picture from the outside structure view. The idea behind making a 3D note-taking solution is to include spatial memory into the process, and boost memorization by implicit spatial metaphors.The application doesn't require any special skills in 3D.",NA,"SpatialNote"
872,"Specify Collections Management Software","Specify is a database platform for museum and herbarium research data. It manages species and specimen information for computerizing biological collections, tracking museum specimen transactions, linking images to specimen records and publishing catalog data to the Internet. Specify is written in Java for Windows, Mac OS X, and Linux computers and uses the relational data manager, MySQL, as its data engine. Specify, Java, and MySQL are free and open-source. Specify supports data from specimens, taxonomic and stratigraphic classifications, field notebooks, DNA sequence runs, literature references, as well as from other primary sources. It also manages the information associated with repository agreements, accessions, conservation treatments, collection object containers, images, and document attachments. Data fields in Specify’s form windows can be selected, organized, re-named, and re-sized to suit your curatorial preferences and to eliminate the need for tabbing through multiple data forms. Specify’s “tree” data windows for taxonomy, geography, storage location, chronostratigraphy and lithostratigraphy provide intuitive access to hierarchical data for editing, drag-and-drop synonymization, re-parenting, and for discovering linked collection objects.",NA,"Specify Collections Management Software"
65,"Speech Tagger - Plain Text (TAPoRware)","The speech tagger allows you to highlight different parts of a text where each part is identified by a different colour. The tool uses TreeTagger to find the different parts of speech. Note that using the TreeTagger tool is very taxing on the server and may take a long time before results are returned.",NA,"Speech Tagger - Plain Text \(TAPoRware\)"
1001,"SpiderOak","SpiderOak provides an private and secure online backup, sync, sharing, access & storage solution for all file and data types. It was designed with a 'Privacy-as-a-Platform' approach. The 'Zero-Knowledge' privacy cloud technology provides a central, private place to store data, free from surveillance by private and public entities. Data is fully encrypted end-to-end (not only during transit) and only the user is able to unlock it using their password. Passwords are never stored by SpiderOak and the company cannot see the names of files or folders in your account. SpiderOak allows you to securely backup files (including a built-in versioning system), choose to sync data across all of your devices, and share folders or files privately using a password-protected link. Users can have unlimited devices connected to their SpiderOak account which backs up your data so you are able to restore files, even if they are deleted. Some components of SpiderOak are open source (See GitHub Page). The company intends to be fully open source in the future but as of 2014 their source is not available. New users get 2GB free (no time limit) and can upgrade to more storage as required.","Q1632657","SpiderOak"
491,"SPITBOL compiler","SPITBOL (Speedy Implementation of SNOBOL) was a complied implementation of SNOBOL4 with additional features, such as string reversal, of particular interest to researchers in the humanities.","Q7392587","SPITBOL compiler"
373,"SplitsTree","SplitsTree4 is a free Java tool for generating phylogenic (similarity) networks from Universitat Tubingen. While designed for molecular sequence data, it can also visualize humanities data such as document sequence alignments.","Q258956","SplitsTree"
778,"Spoken Word  -My Other Office Transcription Service","Spoken Word - My Other Office Transcription Services is based in Toronto, Ontario, but serves clients across Canada and the United States. We strive to maintain our position as one of the best transcription companies through our guarantee of high quality product, quick turnaround times, and commitment to our customers’ satisfaction.",NA,"Spoken Word  -My Other Office Transcription Service"
706,"Spotify","Spotify is a music, podcast, and video streaming service, officially launched on 7 October 2008. It is developed by startup Spotify AB in Stockholm, Sweden. It provides digital rights management-protected content from record labels and media companies. Spotify is a freemium service, meaning that basic features are free with advertisements, while additional features, including improved streaming quality and offline music downloads, are offered via paid subscriptions.(source: Wikipedia)",NA,"Spotify"
1099,"Springpad","Springpad was a web-based application that allowed registered users to create, organize, and share annotations and notes. Allowed users to bookmark webpages, search online products, organize information with tags, create a digital bulletin board, and share information via public pages. Springpad ceased operations on June 25, 2014. Its website (http://springpad.com) is no longer active, but additional information is available via Wikipedia.","Q7581159","Springpad"
1477,"SPSS","The base SPSS Statistics package includes support for descriptive statistics, bivariate statistics, correlation, prediction for numerical outcomes, and prediction for identifying groups.","Q181596","SPSS"
436,"SRILM (SRI Language Modelling Toolkit)","SRILM (SRI Language Modelling Toolkit) is a toolkit for language modelling first developed in the 1990s and still in active development. It has applications in speech recognition, statistical tagging, segmentation and machine translation. The toolkit is available for Windows and UNIX, and users have developed a variety of extensions for it.",NA,"SRILM \(SRI Language Modelling Toolkit\)"
1543,"SSELab","The SSELab is an extensible platform for the development and application of software engineering techniques and concepts.

The SSELab provides basic project hosting services such as a version control system and a project management and bug-tracking tool as well as advanced software engineering services such as code generators for model-based software engineering.",NA,"SSELab"
1138,"SSRN Electronic Journal","Social Science Research Network (SSRN) is devoted to the rapid, global dissemination of social science research. The SSRN electronic library consists of an abstract database containing abstracts on over 574,300 scholarly working papers and forthcoming papers, as well as an electronic paper collection with over 475,8000 downloadable, full-text PDF documents. SSRN houses a number of specialized research networks in each of the social sciences, encouraging early distribution of research results, as well as direct communication between readers, authors, and other subscribers. SSRN's specialized subject area networks include:Accounting Research Network (ARN)Cognitive Science Network (CSN)Corporate Governance Network (CGN)Economics Research Network (ERN)Entrepreneurship Research & Policy Network (ERPN)Financial Economics Network (FEN)Health Economics Network (HEN)Information Systems & eBusiness Network (ISN)Innovation Research & Policy Network (IRPN)International Business & Management Network (INTL)Leadership Research Network (LRN)Legal Scholarship Network (LSN)Management Research Network (MRN)Marketing Research Network (MKTG)Negotiations Research Network (NEG)Organizational Behavior Research Network (ORG)Political Science Network (PSN)Social Insurance Research Network (SIRN)Sustainability Research & Policy Network (SRPN)Classics Research Network (CRN)Music Research & Composition Network (MRCN)Philosophy Research Network (PRN)Rhetoric & Communication Research Network (RCRN)","Q53949192","SSRN Electronic Journal"
747,"STACKS","STACK is an extensible social media research toolkit designed to collect, process, and store data from online social networks. The toolkit is an ongoing project via the Syracuse University iSchool, and currently supports the Twitter Streaming API. Collecting from Facebook public pages and Twitter search API are under development. The toolkit architecture is modular and supports extending. Basic Linux / Mac command line skills needed.To learn more: https://github.com/bitslabsyr/stack",NA,"STACKS"
694,"Standish Typing Services Transcriptions","An online based transcription service for UK English audio recordings.",NA,"Standish Typing Services Transcriptions"
141,"Stanford HCI Group: Gigapixel","Gigapixel is a free tool to facilitate experiments in collaborate workspaces, enabling printed visualizations to be augmented with projectors and mobile devices. This tool has been succeeded by PaperToolKit, and continues to be available as a reference resource.",NA,"Stanford HCI Group: Gigapixel"
139,"Stanford HCI Group: PaperToolkit","PaperToolkit is a free, open source toolkit for designing pen and paper applications. Applications generated with this tool are intended for printing on a paper surface that allows some digital interaction, such as the related ButterflyNet or Interactive Gigapixels Prints. Suggested applications include interactive newspapers and smart notebooks. This toolkit is currently under development; code, documentation, tutorials and demo applications are all available.",NA,"Stanford HCI Group: PaperToolkit"
140,"Stanford Mobisocial Lab: Muse","Muse is a free, open source JavaScript tool for reflecting on and searching for patterns in the past by examining one's personal e-mail archive. It analyses e-mail to generate several views including a sentiment graph from messages that may reflect particular emotions or feelings, inferred groups based on communications with various contacts, a calendar view, or an an attachment wall of all documents attached to e-mails.",NA,"Stanford Mobisocial Lab: Muse"
