"id","title","antragsteller","antragstellerId","fachlicheZuordnung","dates","projektText","dfgVerfahren","onset","terminus"
107273786,"Die Familie in der Gesellschaft des Mittelalters","Professor Dr. Karl-Heinz Spieß","1419891","Mittelalterliche Geschichte","Förderung von 2009 bis 2010","Die gegenwärtige Debatte über die Rolle der Familie in der heutigen Gesellschaft gibt genügend Anlass, nach den Erscheinungsformen der Familie in der mittelalterlichen Gesellschaft zu fragen. Der Titel der Tagung und des Bandes ist als eine provozierende These zu versehen, setzt er doch die Existenz der Familie als anthropologische Konstante voraus, obwohl es keinen mittelalterlichen Begriff für das auf Eltern und Kinder ausgerichtete Sozialgebilde gibt. Der Sammelband darf als eine wissenschaftliche Publikationen von besonderer Bedeutung bezeichnet werden, da in ihm national und international ausgewiesene Kenner der Materie ein wenig erforschtes Feld der mittelalterlichen Sozialgeschichte mit innovativen Fragestellungen untersuchen. Von dem Band gehen mit großer Sicherheit Anregungen auf die Diskussion über Familie und Verwandtschaft in der europäischen und amerikanischen Forschung aus.","Publikationsbeihilfen",2009,2010
107273930,"Dime im Fayum - ein Tempel im Spannungsfeld von Tradition und Multikulturalität im hellenistisch-römischen Ägypten","Professor Dr. Martin Andreas Stadler","77022277","Ägyptische und Vorderasiatische Altertumswissenschaften","Förderung von 2008 bis 2022","Das Vorhaben untersucht Kult, Theologie, Geschichte und Chronologie des Tempels von Dime. Dies erfolgt in zwei Komplexen: 1. Die Edition dokumentarischer demotischer Texte und deren Auswertung unter Einbeziehung der bereits in Editionen verfügbaren Schriftquellen mit Blick auf die historische Entwicklung des Ortes und Tempels. 2. Die Erstedition des Textes zum täglichen Ritual im Tempel von Dime und religionshistorische Einordnung des Kultes in den ägyptischen Kontext, sowie die Erforschung der für den Ort identitätsstiftenden Mythologie aufgrund der Edition weiterer unpublizierter ägyptischer Quellen. Die untereinander thematisch vernetzten Teilbereiche des Vorhabens stellen wichtige Informationen zur Deutung und chronologischen Einordnung des architektonischen Befundes in Dime bereit. Dadurch werden die Stellung eines ägyptischen Tempels als geistigen und ökonomischen Zentrums sowie die Bedingungen ägyptischer Identität v.a. in Zeiten römischer Herrschaft exemplarisch aus verschiedenen Richtungen untersucht werden. Das Projekt betreibt Grundlagenforschung durch die Aufarbeitung noch kaum erforschter ägyptischer Textquellenkomplexe, die so für die Ägyptologie, die Alte Geschichte, aber auch die griechische Papyrologie erschlossen werden.","Sachbeihilfen",2008,2022
107422170,"Retrospektive inhaltliche und elektronische Erschließung sowie Digitalisierung des Autographenbestandes im Stadtgeschichtlichen Museum Leipzig und Aufnahme in das Datenverbundnetz Kalliope","Dr. Volker Rodekamp","107422538","Wissenschaftsgeschichte","Förderung von 2009 bis 2016","Das Stadtgeschichtliche Museum Leipzig besitzt eine Sammlung von 29.047 Autographen. Darin be-finden sich Schriftstücke vom 16. bis zum 20. Jahrhundert mit einem Schwerpunkt auf dem 19. Jahr-hundert. 17.750 Autographe sind auf handgeschriebenen Karteikarten erfasst, hierbei nach Fachbe-reichen abgelegt und nach Verfassern sortiert. Weitere auf ihnen enthaltene Informationen lassen sich kaum recherchieren. In einem früheren Projekt konnten 21.489 Autographe nach den „Regeln zur Erschließung von Nach-lässen und Autographen“ (RNA) in die GOS-Museumsdatenbank aufgenommen werden. Sie wurden wissenschaftlich erschlossen, säurefrei verpackt und beinahe vollständig digitalisiert. Die Digitalisate sind über die Autographendatenbank sowie das Intranet des Museums recherchierbar und werden in das Verbundnetz Kalliope überspielt werden.Ziel des beantragten Projektes soll es sein, die noch unbearbeiteten 7.558 Autographe nach densel-ben Standards zu erschließen und zu digitalisieren, um den kompletten Bestand des Museums so für die Forschung zur Verfügung stellen zu können. Damit wäre die vollständige Sammlung in die beste-henden Informationsstrukturen der deutschen Wissenschaft eingebunden.","Digitalisierung und Erschließung (Wiss. Literaturversorgung und Informationssysteme)",2009,2016
107422281,"Development of complex societies in sub-Saharan Africa: The Nigerian Nok Culture","Professor Dr. Peter Breunig; Professorin Dr. Katharina Neumann","1379569","Ur- und Frühgeschichte (weltweit)","Förderung von 2008 bis 2022","Seit 2009 erforscht das auf 12 Jahre konzipierte Langfrist-Vorhaben die nigerianische Nok-Kultur in ihren wesentlichen Aspekten. Prospektionen, Ausgrabungen und umfangreiche Datenanalysen liefern bedeutende Beiträge zu Chronologie, Siedlungswesen, Wirtschaftsweise und Umwelt, Eisenmetallurgie, materieller Kultur und Verbreitungsgebiet. Die etwa 1500 Jahre umfassende Nok-Kultur beginnt um 1500 v. Chr. als steinzeitlicher, bäuerlicher Komplex, dessen wichtigste Kulturpflanze Perlhirse ist. Die kunstvollen Terrakottafiguren, für die die Nok-Kultur auch außerhalb der archäologischen Fachwelt bekannt ist, treten um 900 v. Chr. auf – oft in Deponierungen, die in engem räumlichen Bezug zu Grabbefunden stehen. Ihre Funktion liegt damit im Bereich der Begräbnis- und Totenrituale. Erst ein paar Jahrhunderte später datieren die ersten Eisen-Verhüttungsöfen; sie stehen somit nicht – wie anfangs vermutet – im zeitlichen Zusammenhang mit den Terrakotten. Um 400 v. Chr. beginnt der Niedergang der Nok-Kultur, bis spätestens zur Zeitenwende verschwinden Terrakotten und Nok-Keramik. Angesichts der umfangreichen Ausgrabungen, der Menge an gewonnenen Daten, der angewandten modernen Methoden, der zahlreichen C14-Datierungen und der Breite an behandelten Themen zählt die Nok-Kultur zu den am besten untersuchten archäologischen Komplexen in Westafrika. Die Ausgrabungen sind abgeschlossen, der Fokus in den nächsten drei finalen Projektjahren liegt auf den abschließenden Untersuchungen und Publikationen zum Siedlungswesen (WP 4), der Struktur und Chronologie der Fundstellen (WP 1-3) und der materiellen Kultur (WP 5-7), sowie der Auswertung, Ordnung, langfristigen Sicherung und Zurverfügungstellung der Daten. Das wichtigste Ziel der Archäobotanik ist es, ein Modell für die Vegetationsentwicklung in der Nok-Region vom Beginn der Nok-Kultur um 1500 v. Chr. bis zu den ersten Jahrhunderten n. Chr. im Zusammenhang mit Ressourcen- und Landnutzung zu erarbeiten. Mit Hilfe pflanzlicher Makroreste und mit Analysen chemischer Rückstände in Keramik untersuchen wir die Anpassungen der Early Nok-Bevölkerung an einen neuen Lebensraum (WP 8), eine mögliche Landschaftsdegradation durch Übernutzung in der Middle Nok-Zeit (900-400 v. Chr.), ihre Rolle für das Ende der Nok-Kultur nach 400 v. Chr. (WP 9), sowie die Innovationen nach dem Ende der Nok-Kultur in den ersten nachchristlichen Jahrhunderten (WP 10).","Sachbeihilfen",2008,2022
107422544,"Der Dustur al-Munaggimin als Quelle für die Geschichte der Isma iliyya und ihre astronomisch-astrologischen Vorstellungen. Analyse, Edition und Übersetzung","Professorin Dr. Eva Orthmann","1764273","Islamwissenschaften, Arabistik, Semitistik","Förderung von 2009 bis 2015","Der Dustür al-Munaggimin gilt als eines der wenigen authentischen Dokumente der iranischen Ismailiyya, einem Zweig der Si a. Nach bisherigem Stand der Forschung wurde er zu Lebzeiten von Hasan ibn as-Sabbäh (gest. 1124), dem Begründer der Nizariyya - besser bekannt als Assassinen - in der Festung Alamut verfasst und soll zu den wenigen Büchern gehören, die bei der Vernichtung der dortigen Bibliothek durch die Mongolen im Jahr 1256 gerettet wurden. Anders als die späteren Schriften der iranischen Ismailiyya ist der Dustür nicht auf Persisch, sondern auf Arabisch verfasst. Trotz seiner herausragenden Bedeutung ist der Dustür in der Forschung bisher nur wenig berücksichtigt worden. Als wesentlicher Grund hierfür ist sein hybrider Charakter zu sehen, handelt es sich doch um ein Werk, in dem ein langer historischer Teil mit Ausführungen zur Astronomie und zahlreichen astronomischen Tafeln kombiniert ist. Diese wiederum werden ausdrücklich in den Dienst der Astrologie gestellt. Ziel des Projektes ist es, den Dustür al-Munaggimin in der Zusammenarbeit von einer Spezialistin für Astronomiegeschichte, einem Forscher zur iranischen Geistesgeschichte und Ismailiyya sowie einer Expertin für islamische Astrologie zu untersuchen. Zunächst soll jeder der drei Beteiligten die für sein Fachgebiet relevanten Fragen klären: Welche Bedeutung hat der Dustür für die Astronomiegeschichte? Was erfahren wir aus ihm für die Geschichte der Isma iliyya? Welche astrologischen Konzepte werden verwendet, und inwieweit werden diese ideologisch nutzbar gemacht? In einem zweiten Schritt soll dann gemeinsam das Gesamtkonzept dieses ungewöhnlichen Buchs geklärt werden. Um das Werk der breiteren Forschung zugänglich zu machen, sind zudem eine Edition und Übersetzung (ins Englische) vorgesehen.","Sachbeihilfen",2009,2015
107498543,"Die Neudeutsche Schule. Schriftenedition, Datenbank und Studien zu einer zentralen musikästhetischen Kontroverse des 19. Jahrhunderts und ihren Folgen","Dominik von Roth, seit 5/2017","392217541","Musikwissenschaften","Förderung von 2009 bis 2017","Die von Franz Brendel als Neudeutsche Schule (NdS) bezeichnete Gruppierung um die Komponisten Liszt, Wagner und Berlioz trat ab Mitte des 19. Jahrhunderts für ein neues Kunstideal in der Musik ein und löste damit fundamentale ästhetische, geschichtsphilosophische und kompositorische Kontroversen aus. Zwischen Paris, Wien, Berlin, Weimar, Leipzig und dem Rheinland wurde in den Auseinandersetzungen um die gesellschaftliche Rolle von Musik, Musikkritik und Musikwissenschaft von Anhängern und Gegnern der NdS letztlich nichts Geringeres als die Frage nach dem Wesen der Musik und deren Relevanz für eine anstehende politische Erneuerung verhandelt. Die NdS als explizit diskursive Formation, zu deren Selbstverständnis es gehörte, sich durch ständigen Kommentar selbst zur Diskussion zu stellen, fokussierte damit einen Themenkomplex, dessen Erörterung in mehrfacher Hinsicht Weichen stellte. Auswirkungen lassen sich ebenso in den nationalen Schulen des späten 19. Jahrhunderts wie in der Politisierung der Musik im 20. Jahrhundert oder in teilweise bis heute gültigen Paradigmen der Musikwissenschaft finden. Ziel des Projektes ist es, diese Kontroversen erstmals umfassend zu beleuchten, indem neben den musikalischen Folgen auch unterschwellige Interessen, die Verankerung im politischen und geistesgeschichtlichen Kontext und die europaweite Rezeption in die Untersuchung einbezogen werden. Grundlage hierfür bildet die Auswertung bisher kaum berücksichtigter Primärquellen, die als kommentierte Edition mit begleitender Internet-Datenbank veröffentlicht werden.","Sachbeihilfen",2009,2017
107499430,"Mittelalterliche Handschriften: Katalogisierung mittelalterlicher Handschriften der ULB Bonn","Dr. Renate Vogt","31640010","Mittelalterliche Geschichte","Förderung von 2008 bis 2015","Ziel des Projekts ist die Katalogisierung der 174 mittelalterlichen Handschriften (in 179 Bänden) der Universitäts- und Landesbibliothek Bonn. Unter Berücksichtigung der bereits vorliegenden gedruckten und ungedruckten Beschreibungen der Handschriften und der Forschungsdokumentation werden die bedeutenden volkssprachlichen Handschriften des Mittelalters, die Handschriften aus der Zeit bis ca. 1200 und einige ausgewählte spätmittelalterliche Handschriften nach den Richtlinien der DFG katalogisiert („Tiefenerschließung“). Von den übrigen Handschriften werden Kurzbeschreibungen erstellt.Alle Beschreibungen sollen in einem gedruckten Katalog veröffentlicht werden. Alle Katalogdaten der katalogisierten Handschriften werden darüber hinaus in der Datenbank „Manuscripta mediaevalia“ erfasst und bereitgestellt.","Digitalisierung und Erschließung (Wiss. Literaturversorgung und Informationssysteme)",2008,2015
107560213,"Edition der Reise-Tagebücher und Reise-Rapports Theodor von Schöns (1773-1856)","Professor Dr. Bernd Sösemann","1282461","Neuere und Neueste Geschichte (einschl. Europäische Geschichte der Neuzeit und Außereuropäische Geschichte)","Förderung von 2009 bis 2012","Theodor von Schön (1773-1856) war ein Vordenker der preußischen Reformen und einer der wichtigsten preußischen leitenden Beamten an der Wende zum 19. Jh. Auf einer von der preußischen Verwaltung angeregten Reise durch Deutschland und England in den Jahren 1796 bis 1799 sammelte Schön zielgerichtet Informationen zu Landwirtschaft, Gewerbe, Technik und Industrie der bereisten Gebiete. Sein Tagebuch dokumentiert als eine Art Arbeitsjournal seine Erfahrungen und Beobachtungen und diente ihm als Materialgrundlage für die Reise-Rapports an seinen Dienstvorgesetzten. Das zu edierende Material dokumentiert damit zugleich eine Etappe auf dem Bildungsweg Schöns, bietet neben alltagshistorischen Aspekten einen querschnittartigen Überblick über die wirtschaftliche und kulturelle Entwicklung deutscher und englischer Gebiete und zeigt beispielhaft, wie die preußischen Behörden in der Vorreformzeit innovatives Wissen zu erlangen versuchten.","Sachbeihilfen",2009,2012
107560453,"Deutsche Kriegsbesetzung in Nordfrankreich 1914-1918","Professor Dr. Ulrich Herbert","1098615","Neuere und Neueste Geschichte (einschl. Europäische Geschichte der Neuzeit und Außereuropäische Geschichte)","Förderung von 2009 bis 2013","Während des Ersten Weltkriegs war ein erheblicher Teil Nordfrankreichs, eines der wichtigsten Industriegebiete des Landes, von den Deutschen vier Jahre lang besetzt. Die deutsche Besetzung stand bereits während des Krieges im Mittelpunkt internationaler Auseinandersetzungen, vor allem wegen der bereits wahrend des Krieges von den Alliierten erhobenen Vorwürfe der „barbarischen Kriegführung und der Kriegsgräuel der Deutschen. Die Vorgänge in Nordfrankreich fanden auch Eingang in die sog. Kriegsschuld-Paragraphen des Versailler Vertrages. Gleichwohl wurde die Besatzung Nordfrankreichs in den Jahren 1914 bis 1918 von der Historiographie auf stupende Weise vernachlässigt. Zudem ist das in der nicht sehr umfangreichen und fast ausschließlich französischen Forschung gezeichnete Bild der deutschen Besatzungsherrschaft in Nordfrankreich bis heute noch stark geprägt von den zeitgenössischen Perspektiven und Kategorien. Das ist gewiss auch auf die unzureichende Auswertung des vorhandenen Quellenmaterials zurückzufuhren, hängt wohl aber vor allem mit der reziproken Interpretation des Ersten Weltkriegs aus der Perspektive des Zweiten Weltkriegs und der Erfahrungen mit der deutschen Besatzungspolitik nach 1940 zusammen. In dem hier vorgestellten Forschungsvorhaben soll unabhängig von rückwärtsgewandten Ideologien ein umfassendes und mehrperspektivisches Bild von der deutschen Besetzung Nordfrankreichs im Ersten Weltkrieg gezeichnet werden. Dabei geht es zum Einen um Konzepte, Politik und Besatzungspraxis der deutschen Seite, zum Anderen um die Erfahrungen und das Handeln der französischen Bevölkerung sowie um die Frage, inwieweit sich diese beiden Perspektiven analytisch aufeinander beziehen lassen.","Sachbeihilfen",2009,2013
107560769,"Enea Silvio Piccolomini/Papst Pius II. (1405-1464). Eine Biographie","Professorin Dr. Claudia Märtl","1693039","Mittelalterliche Geschichte","Förderung von 2009 bis 2010","Das spannungsreiche Leben Enea Silvio Piccolominis (*1405; 1458-1464 Papst Pius II.) spiegelt die kulturellen und kirchenpolitischen Strömungen seiner Zeit, an denen er als Beobachter und Akteur teilhatte. Seinem breit gefächerten literarischen Oeuvre war eine durchschlagende Wirkung nördlich der Alpen beschieden; auch warb er über ein ausgedehntes, während seiner wechselvollen Karriere in Italien und Deutschland aufgebautes Netzwerk für die Ideen des italienischen Humanismus. Als Motor grenzüberschreitender Kulturbeziehungen, Propagandist des Türkenkriegs und Initiator humanistisch inspirierter Bauten in seinem Geburtsort Pienza hat er jüngst verstärkt Beachtung gefunden. Die heute immer noch maßgeblichen Biographien Piccolominis aus dem 19. und beginnenden 20. Jh. sind von konfessionellen Sichtweisen geprägt; jüngere Monographien standen häufig unter der Suggestion der wiederholten Selbstdeutungen des Papstes. Ziel des beantragten Forschungsfreisemesters ist es, auf der Grundlage langjähriger eigener Vorarbeiten eine dem heutigen Forschungsstandard angemessene Biographie fertig zu stellen. Sie soll in einer interdisziplinären Synthese der anwachsenden Literatur und durch eine neue Auswertung der gedruckten sowie zahlreicher ungedruckter Quellen eine differenzierte Betrachtung dieser zentralen Figur an der Schwelle zwischen Mittelalter und Neuzeit ermöglichen.","Sachbeihilfen",2009,2010
107727355,"Das Leben und die Forschungsarbeit von Gustav Jacobsthal (1845-1912) als Exempel einer alternativen Wissenschaftspraxis im Kaiserreich","Dr. Peter Sühring","33074339","Musikwissenschaften","Förderung von 2009 bis 2012","Die biographischen und wissenschaftlichen Besonderheiten des Wirkens von Gustav Jacobsthal während der ersten Zweidrittel des Deutschen Kaiserreichs sollen in ihren musikwissenschaftlichen und kultur- und wissenschaftsgeschichtlichen Dimensionen herausgearbeitet und dargestellt werden. Ihre genealogischen Voraussetzungen in der bürgerlichen Musikgeschichtsschreibung, ihre Wandlungsfähigkeit durch Detailuntersuchungen und die Gründe ihrer relativen Folgenlosigkeit sollen dargestellt werden. Zwischen den Positionen der „Berliner Schule“, aus der er hervorging, und denen einer „Straßburger Schule“, die seine Schüler unter Berufung auf ihn inaugurierten, entwickelte Jacobsthal eine eigene, bisher nicht selbständig entfaltete Forschungsmethodik und Musikpraxis mit erstaunlich neuartigen Resultaten. Auch seine Stellung innerhalb des Judentums sowie zu Katholizismus und deutschem Kulturprotestantismus bedürfen einer näheren und kritischen Beleuchtung. Seine Bezüge zur naturwissenschaftlichmathematischen, physiologisch-tonpsychologischen und historisch-ästhetisierenden Musikforschung des 19. Jahrhunderts sollen im Detail entfaltet werden.","Sachbeihilfen",2009,2012
107744307,"Der Idiolekt und seine Behandlung bei der Synchronisation: eine Untersuchung anhand deutscher, englischer, französischer und spanischer Spielfilme","Dr. Andreas Blum","32479648","Einzelsprachwissenschaften","Förderung von 2008 bis 2010","Im Rahmen eines Habilitationsprojekts wird das Phänomen Idiolekt, das man annäherungsweise mit die Sprache und Sprechgewohnheiten eines Individuums beschreiben kann, aus zwei Perspektiven betrachtet. Idiolekt ist ein in der Linguistik verbreiteter Begriff, dessen genaue Bestimmung und theoretische Eingliederung allerdings Probleme bereiten. Einerseits soll auf theoretischer Ebene eine lntegration des Idiolekts in ein gängiges Modell der Sprachbeschreibung geleistet werden. Die Verhältnisse zwischen Idiolekt und sprachlicher Variation (z.B. Dialekt und Soziolekt) sowie die Zusammenhänge mit den Erscheinungen Fachsprache, fremdsprachlicher Akzent und Stil werden geklärt. Zum anderen wird die aktuelle Praxis der Übersetzens von Idiolektalem (und im Vergleich dazu Dialektalem, Soziolektalem) untersucht, und zwar vor allem bei der Synchronisation von Spielfilmen. Die verschiedene Art und Weise der Berücksichtigung (bzw. die Nicht- Berücksichtigung) von Idiolektalem und sprachlicher Variation wird auf der Grundlage sprachwissenschaftlicher Erkenntnisse beurteilt. Hier bewegt sich die Untersuchung im Grenzbereich zwischen Sprach- und Übersetzungswissenschaft. Das Analysekorpus bilden Spielfilme, die in den letzten 15 Jahren entstanden sind und deren Originalfassungen in deutscher, englischer, französischer oder spanischer Sprache produziert wurden. Es werden jeweils die Synchronfassungen der anderen drei genannten Sprachen betrachtet. Deutschsprachige Produktionen, die für diese Untersuchung z.B. von Interesse sind, sind Der Untergang und Der Schuh des Manitu.","Sachbeihilfen",2008,2010
107827114,"Historisch-vergleichende Sprachwissenschaft der trans-eurasiatischen Sprachen mit dem Ziel, Verwandtschaft und Sprachkontakt auszudifferenzieren","Professor Dr. Walter Bisang","1400537","Historische Linguistik","Förderung von 2009 bis 2014","Der Begriff “Trans-Eurasiatisch” bezieht sich auf eine große Gruppe von geographisch benachbarten Sprachen im Großraum Eurasien: Japanisch, Koreanisch, die tungusischen Sprachen, die mongolischen Sprachen und die Türksprachen. Die Frage, ob diese Sprachen einen gemeinsamen Ursprung haben, ist ein heißes Eisen der historischen Sprachwissenschaft. Die meisten Sprachwissenschaftler anerkennen die Existenz von Ähnlichkeiten zwischen diesen Sprachen, sind sich aber über deren Gründe uneinig, die sich zwischen Sprachkontakt und genetischer Verwandtschaft bewegen. Das Ziel dieses Vorhabens ist es, Entsprechungen mit einer genealogischen Erklärung zu trennen von Entsprechungen, die das Ergebnis von Entlehnungen, von universellen Gesetzmäßigkeiten oder von reinem Zufall sind. Die Abkürzung zum Ziel ist die Verbalmorphologie, weil gebundene verbale Flexionsendungen besonders aussagekräftig sind, um Sprachkontakt und Sprachverwandtschaft zu differenzieren. Das Projekt beschäftigt sich sowohl mit der historischen Entwicklung und dem Vergleich von finiten Formen des Verbs wie Modalität, Aspekt und Tempus, als auch mit dem Vergleich von infiniten Verbformen wie Partizipien und Konverben. Hierbei ist von einer Berührungslinie mit der diachronen Typologie auszugehen. Für die Positionen Modalität, Aspekt und Tempus, die weit von Verbstamm entfernt sind, erwartet man nämlich Grammatikalisierungsprozesse, wobei sich Lexeme zu morphologischen Einheiten verfestigen. Die Untersuchungen sollen zu einer Monographie führen und werden somit ein umfassendes Verständnis der sprachlichen Zusammenhänge in Trans-Eurasien ermöglichen.","Sachbeihilfen",2009,2014
107867720,"Vertriebenendenkmäler in der deutschen Erinnerungskultur","Professor Dr. Dietmar von Reeken","1629227","Neuere und Neueste Geschichte (einschl. Europäische Geschichte der Neuzeit und Außereuropäische Geschichte)","Förderung von 2009 bis 2012","Die bundesdeutsche Erinnerung an den Nationalsozialismus und an den Zweiten Weltkrieghat in zahlreichen lokalen Denkmälern im öffentlichen Raum ihre Materialisierung gefunden.Das Projekt hat diese Denkmäler als Medien einer vielgestaltigen und sich wandelndenErinnerungskultur zum Gegenstand, in denen sich Vergangenheitsdeutung,Gegenwartsanalyse und Zukunftserwartung verknüpfen. Es sollen Denkmalsinitiativen, -errichtungen und -kontroversen sowie Nutzungs- und Wirkungsgeschichten untersuchtwerden. Ziel ist eine Topographie der bundesdeutschen Erinnerungskultur im Medium desDenkmals. In drei Teilprojekten werden unterschiedliche Erinnerungen undGeschichtsdeutungen, latente Opferkonkurrenzen und geschichtspolitischeInstrumentalisierungen anhand unterschiedlicher Denkmaltypen untersucht: Frühe Mahnmalefür NS-Opfer (bis 1965), Deserteurdenkmäler (seit 1985) sowie Vertriebenendenkmäler sollendas Erinnerungsspektrum in seiner Breite beispielhaft eröffnen, Möglichkeiten des Vergleichsbieten sowie die öffentliche Auseinandersetzung um Denkmäler als geschichtspolitischeKonfliktgeschichte analysieren. Schlüsselbegriffe: Denkmäler, Erinnerungskultur,Geschichtspolitik","Sachbeihilfen",2009,2012
107909018,"Code-switching bei bilingual aufwachsenden Kindern in Deutschland, Italien, Frankreich und Spanien: Italienisch-Deutsch, Französisch-Deutsch, Spanisch-Deutsch, Italienisch-Französisch, Italienisch-Spanisch, Französisch-Spanisch","Professorin Dr. Natascha Müller","1520887","Einzelsprachwissenschaften","Förderung von 2009 bis 2015","Das Code-switching gilt sowohl bei mehrsprachigen Erwachsenen als auch bei bilingualen Kindern als gut untersuchtes Sprachkontaktphänomen. Das Forschungsprojekt soll an denjenigen Forschungspunkten ansetzen, die bisher wenig oder gar nicht erforscht sind. Dies gilt zum einen mit Hinblick auf das Zusammenspiel zwischen Syntax und Pragmatik, zum anderen mit Hinblick auf die Sprachkombinationen. Die erste Hypothese, der die Forschergruppe nachgehen soll, ist, dass bei (intra-sententialen) Sprachmischungen1 zwischen einer funktionalen Kategorie und einem Komplement die funktionale Kategorie bestimmend für die Syntax des gesamten gemischtsprachlichen Ausdrucks ist. Beim Wechsel zwischen einer lexikalischen Kategorie und seinem Komplement existieren zwei Möglichkeiten. Die erste ist, dass auch hier die Sprache des Kopfes (in diesem Fall lexikalisch) die Syntax des gesamten gemischtsprachlichen Ausdrucks bestimmt. Die zweite ist, dass der Pragmatik diese Rolle zukommt und die bestimmende Funktion des Kopfes hinfällig wird. Die zweite Hypothese besagt, dass bestimmte Arten von Sprachenwechsel, die inter-sententialen Mischungen, im bilingualen Kind vom Redefluss, einer Performanzerscheinung, abhängen: Je größer der Redefluss (gemessen in produzierten Wörtern pro Minute), desto weniger häufig kommt es zu inter-sententialen Mischungen. Die dritte Hypothese legt zugrunde, dass sich weder die Sprachkombination (hier Italienisch/Französisch/Spanisch + Deutsch, Italienisch- Französisch und geplant Italienisch-Spanisch und/oder Französisch-Spanisch) noch die Landessprache (hier: Deutsch, Italienisch, Französisch und geplant Spanisch) auf die Sprachmischungen auswirkt.","Sachbeihilfen",2009,2015
107949773,"Digitalisierung und Erschließung der Kulturzeitschrift \"Jugend - Wochenschrift für Kunst und Leben\", Jahrgänge 1-45 (1896-1940)","Dr. Michael Knoche","1366012","Neuere deutsche Literatur","Förderung von 2009 bis 2014","Ziel des Projektes ist die Digitalisierung sowie die formale und inhaltliche Erschließung der Jahrgänge 1 (1896) bis 45 (1940) der Zeitschrift „Jugend, Münchner illustrierte Wochenschrift für Kunst und Leben“ und ihre Bereitstellung als Open-Access-Datenbank. Das Vorhaben ist in Analogie zum Simplicissimus- Projekt konzipiert, das mit Jahresende 2010 abgeschlossen wurde. Beide Zeitschriften sollen, über einen gemeinsamen Begriffsthesaurus indiziert, als digitales Quellenrepositorium zum Thema „Illustrierte Zeitschriften zur Kultur und Politik der Weimarer Republik“ der Forschung sowie einer interessierten Öffentlichkeit zur Verfügung stehen.","Digitalisierung und Erschließung (Wiss. Literaturversorgung und Informationssysteme)",2009,2014
108051917,"Grabbe-Portal im Internet","Neuere deutsche Literatur",NA,"Neuere deutsche Literatur","Zur Homepage","Der Antrag gehört in das Förderprogramm Förderung wissenschaftlicher Infrastruktur. Wissenschaftliche Literaturversorgung und Informationssysteme (LIS). Christian Dietrich Grabbe (1801-1836) ist neben Kleist, Büchner und Nestroy der einzige deutschsprachige Dramatiker der ersten Hälfte des 19. Jahrhunderts, der bis in die Gegenwart nationale und internationale Wirkung besitzt. Sein zügelloses Leben inszenierte er selbst als zersetzenden Gegenentwurf zur bürgerlichen Existenz seiner Zeit. Sein komplexes Werk sprengte bewusst alle bis dahin gültigen formalen und inhaltlichen Prinzipien. Grabbe gilt einvernehmlich als Dramatiker ungelöster Widersprüche (Roy C. Cowen), als Klassiker ex negativo (Olaf Kutzmutz) und als Genealoge des Anti-Humanitarismus (Carl Wiemer) so die Titel neuerer Monographien über diesen kühnen Neuerer und genialen Einzelgänger und gehört zweifellos zu den großen Experimentatoren der dramatischen Weltliteratur (Ladislaus Löb). Seine Tragödien führen den Glauben an eine sittliche Weltordnung ad absurdum; sie wüten gegen jegliche Form einer metaphysischen Weltsicht in einer durchweg als materiell erlebten Welt und enthüllen brutal die Bestialität menschlichen Daseins. In der Radikalität seines frappierend desillusionistischen Menschenbildes wurde Grabbe zum Vorläufer einer modernen Weltanschauung, in der Modernität seiner theatralischen Mittel zugleich zum Urheber einer Poetik der Avantgarde und zum Wegbereiter des modernen Dramas. Seine provozierenden Theaterstücke vermögen das Publikum bis heute zu faszinieren und zu irritieren. Eine Digitalisierung dieses Ruvres auf der Basis moderner Datenstandards (SGML/XML) bildet die grundlegende Komponente des Grabbe-Portals und erschließt neue Möglichkeiten für die Erforschung der deutschen Theaterverhältnisse in der ersten Hälfte des 19. Jahrhunderts. Die 1960-1973 erschienenen sechs Bände (ca. 4.400 Seiten) der Historisch-kritischen Gesamtausgabe der Werke und des Briefwechsels Grabbes, herausgegeben von Alfred Bergmann (GGA), stellen seit ihrem Erscheinen vor über 35 Jahren die grundlegende, wissenschaftliche Edition dar. Sie werden im elektronischen Informationssystem des Grabbe-Portals publiziert und in einer jeder Zeit erweiterbaren Internetversion frei zugänglich sein.Das Projekt wird in Kooperation der Lippischen Landesbibliothek Detmold mit dem Heinrich-Heine-Institut der Landeshauptstadt Düsseldorf und dem Kompetenzzentrum durchgeführt. Das elektronische Grabbe-Informationssystem soll dem internationalen Vergleich standhalten können, eine komfortable und bedienungsfreundliche Benutzeroberfläche haben und optimale Recherchemöglichkeiten vorsehen, um eine größtmögliche Akzeptanz bei allen an der deutschen Literatur der ersten Hälfte des 19. Jahrhunderts Interessierten im In- und Ausland zu erzielen. Das Grabbe-Portal nutzt dabei ganz bewusst das erfolgreiche Modell für netzbasierte Informationssysteme in den Literaturwissenschaften des Heinrich-Heine-Portals.","Digitalisierung und Erschließung (Wiss. Literaturversorgung und Informationssysteme)",NA,NA
